Q137373695,2025-12-16T14:32:45Z,culture | audiovisual work | documentary
Q137397684,2025-12-13T11:56:45Z,culture | audiovisual work | television program | television series
Q132241175,2025-12-29T15:49:24Z,culture | audiovisual work | television program | television series
Q137170733,2025-12-24T21:30:12Z,culture | audiovisual work | television program | television series
Q137574491,2025-12-15T06:15:05Z,culture | audiovisual work | television program | television series
Q136431820,2025-12-06T19:17:13Z,culture | audiovisual work | television program | television series
Q137577298,2025-12-19T02:22:31Z,culture | audiovisual work | television series episode
Q137049735,2025-12-26T16:11:58Z,culture | audiovisual work | television series episode
Q137645787,2025-12-24T14:59:49Z,culture | audiovisual work | television series episode
Q137645789,2025-12-31T14:47:26Z,culture | audiovisual work | television series episode
Q137475848,2025-12-12T02:01:56Z,culture | audiovisual work | television series episode
Q137424749,2025-12-17T02:03:35Z,culture | audiovisual work | television series episode
Q137371044,2025-12-05T02:01:18Z,culture | audiovisual work | television series episode
Q137370583,2025-12-12T15:36:01Z,culture | audiovisual work | television series episode
Q137274616,2025-12-24T00:20:47Z,culture | work of art | literary work | dictionary
Q137373695,2025-12-16T14:32:45Z,culture | work of art | visual artwork | film
Q137367057,2025-12-16T18:36:33Z,culture | work of art | visual artwork | film
Q137459081,2025-12-19T09:32:57Z,culture | work of art | visual artwork | film
Q137189470,2025-12-02T06:39:52Z,culture | work of art | visual artwork | film
Q137211198,2025-12-25T00:47:14Z,culture | work of art | visual artwork | film
Q137554596,2025-12-23T02:50:01Z,culture | work of art | visual artwork | film
Q137394697,2025-12-15T08:14:51Z,culture | work of art | visual artwork | film
Q137589538,2025-12-31T11:28:57Z,culture | work of art | visual artwork | film
Q113296873,2025-12-22T16:40:11Z,culture | work of art | visual artwork | film
Q137383308,2025-12-15T17:58:10Z,culture | work of art | visual artwork | film
Q137217235,2025-12-20T16:43:12Z,culture | work of art | musical work
Q137507123,2025-12-20T23:48:44Z,culture | work of art | musical work
Q137274588,2025-12-08T00:55:13Z,culture | work of art | musical work
Q137704007,2025-12-22T03:55:16Z,culture | work of art | musical work
Q137636931,2025-12-28T18:21:02Z,culture | work of art | performing arts production
Q137397684,2025-12-13T11:56:45Z,culture | series of creative works | television series
Q132241175,2025-12-29T15:49:24Z,culture | series of creative works | television series
Q137574491,2025-12-15T06:15:05Z,culture | series of creative works | television series
Q136431820,2025-12-06T19:17:13Z,culture | series of creative works | television series
Q137170733,2025-12-24T21:30:12Z,culture | series of creative works | television series
Q137397684,2025-12-13T11:56:45Z,culture | narrative
Q137639394,2025-12-14T16:49:10Z,culture | concours
Q113296873,2025-12-22T16:40:11Z,culture | project
Q137710703,2025-12-22T18:42:10Z,culture | festival
Q137483856,2025-12-12T19:53:07Z,culture | release | publication | version, edition or translation | recurring event edition
Q124246711,2025-12-01T18:31:15Z,culture | release | publication | version, edition or translation | recurring event edition
Q137290433,2025-12-07T13:58:25Z,culture | release | publication | version, edition or translation | recurring event edition
Q136529060,2025-12-14T21:01:08Z,culture | release | publication | version, edition or translation | recurring event edition
Q137397409,2025-12-10T04:42:32Z,culture | release | publication | version, edition or translation | recurring event edition
Q137399985,2025-12-02T04:36:36Z,culture | release | publication | version, edition or translation | recurring event edition
Q137639707,2025-12-15T00:32:23Z,culture | release | publication | version, edition or translation | recurring event edition
Q137640070,2025-12-15T22:23:16Z,culture | release | publication | version, edition or translation | recurring event edition
Q137673363,2025-12-20T01:52:40Z,culture | release | publication | version, edition or translation | recurring event edition
Q137719612,2025-12-24T09:27:55Z,culture | release | publication | version, edition or translation | recurring event edition
Q137538101,2025-12-08T03:21:24Z,culture | release | publication | version, edition or translation | recurring event edition
Q137583850,2025-12-09T23:16:21Z,culture | release | publication | version, edition or translation | recurring event edition
Q137591269,2025-12-11T16:57:13Z,culture | release | publication | version, edition or translation | recurring event edition
Q137591275,2025-12-11T17:44:18Z,culture | release | publication | version, edition or translation | recurring event edition
Q137517126,2025-12-06T15:54:07Z,culture | release | publication | version, edition or translation | recurring event edition
Q136432665,2025-12-13T02:26:17Z,culture | release | publication | version, edition or translation | recurring event edition
Q137654891,2025-12-17T15:47:46Z,culture | release | publication | version, edition or translation | recurring event edition
Q137703976,2025-12-21T23:24:24Z,culture | release | publication | version, edition or translation | recurring event edition
Q137274616,2025-12-24T00:20:47Z,culture | release | publication | online publication
Q137577298,2025-12-19T02:22:31Z,culture | release | publication | broadcasting program
Q137552206,2025-12-23T02:56:22Z,culture | release | publication | broadcasting program
Q137370583,2025-12-12T15:36:01Z,culture | release | publication | broadcasting program
Q137397684,2025-12-13T11:56:45Z,culture | release | publication | broadcasting program
Q137049735,2025-12-26T16:11:58Z,culture | release | publication | broadcasting program
Q137329504,2025-12-10T04:37:19Z,culture | release | publication | broadcasting program
Q137375180,2025-12-13T08:54:09Z,culture | release | publication | broadcasting program
Q132241175,2025-12-29T15:49:24Z,culture | release | publication | broadcasting program
Q136431820,2025-12-06T19:17:13Z,culture | release | publication | broadcasting program
Q137170733,2025-12-24T21:30:12Z,culture | release | publication | broadcasting program
Q137574491,2025-12-15T06:15:05Z,culture | release | publication | broadcasting program
Q137424749,2025-12-17T02:03:35Z,culture | release | publication | broadcasting program
Q137371044,2025-12-05T02:01:18Z,culture | release | publication | broadcasting program
Q137645787,2025-12-24T14:59:49Z,culture | release | publication | broadcasting program
Q137645789,2025-12-31T14:47:26Z,culture | release | publication | broadcasting program
Q137475848,2025-12-12T02:01:56Z,culture | release | publication | broadcasting program
Q137639707,2025-12-15T00:32:23Z,culture | ceremony
Q137640070,2025-12-15T22:23:16Z,culture | ceremony
Q137673363,2025-12-20T01:52:40Z,culture | ceremony
Q137719612,2025-12-24T09:27:55Z,culture | ceremony
Q137397409,2025-12-10T04:42:32Z,culture | ceremony
Q137399985,2025-12-02T04:36:36Z,culture | ceremony
Q137427284,2025-12-03T03:25:55Z,culture | ceremony
Q137483856,2025-12-12T19:53:07Z,culture | ceremony
Q137538101,2025-12-08T03:21:24Z,culture | ceremony
Q137636931,2025-12-28T18:21:02Z,culture | performance
Q137397409,2025-12-10T04:42:32Z,culture | award ceremony
Q137399985,2025-12-02T04:36:36Z,culture | award ceremony
Q137427284,2025-12-03T03:25:55Z,culture | award ceremony
Q137483856,2025-12-12T19:53:07Z,culture | award ceremony
Q137538101,2025-12-08T03:21:24Z,culture | award ceremony
Q137639707,2025-12-15T00:32:23Z,culture | award ceremony
Q137640070,2025-12-15T22:23:16Z,culture | award ceremony
Q137673363,2025-12-20T01:52:40Z,culture | award ceremony
Q137719612,2025-12-24T09:27:55Z,culture | award ceremony
Q135473034,2025-12-05T15:52:57Z,politics | public election
Q137401555,2025-12-15T19:50:50Z,politics | govenment program
Q136752983,2025-12-16T12:33:08Z,sport | competition | recurring sporting event
Q137662144,2025-12-19T08:03:43Z,sport | competition | competition stage
Q137691168,2025-12-21T04:12:47Z,sport | competition | competition stage
Q137399908,2025-12-01T19:01:56Z,sport | competition | sports match
Q137382179,2025-12-04T21:41:56Z,sport | competition | sports match
Q137384454,2025-12-14T15:38:27Z,sport | competition | tournament
Q137523744,2025-12-21T07:27:33Z,sport | competition | tournament
Q137324985,2025-12-10T20:50:31Z,sport | organization
Q137383251,2025-12-14T08:36:07Z,mix | disaster
Q137478184,2025-12-20T11:03:01Z,mix | disaster
Q137374859,2025-12-11T03:39:18Z,mix | disaster
Q137190602,2025-12-02T22:41:46Z,mix | disaster
Q137269233,2025-12-06T10:29:42Z,mix | disaster
Q137382041,2025-12-13T22:00:40Z,mix | disaster
Q137351971,2025-12-11T03:03:22Z,mix | disaster
Q137590990,2025-12-26T12:10:41Z,mix | disaster
Q137418668,2025-12-16T22:46:30Z,mix | disaster
Q137459348,2025-12-19T14:17:13Z,mix | disaster
Q137299025,2025-12-10T08:40:31Z,mix | disaster
Q137298884,2025-12-09T16:30:57Z,mix | disaster
Q137383735,2025-12-14T11:57:04Z,mix | disaster
Q137291580,2025-12-08T14:30:08Z,mix | disaster
Q137274616,2025-12-24T00:20:47Z,mix | software | website
Q137274616,2025-12-24T00:20:47Z,mix | equipment | physical tool | appliance | electrical appliance
