car_ta#no._ta#driver_ta#rounds_ta
Dodge Challenger#2#Kaylee Bryson#1
Ford Mustang#3#Paul Menard#1
Ford Mustang#4#Jon DeGaynor#1
Ford Mustang#16#Matthew Brabham#1
Ford Mustang#57#David Pintaric#1
Chevrolet Camaro#7#Martin Ragginger#1
Chevrolet Camaro#8#Tomy Drissi#1
Chevrolet Camaro#17#Adam Andretti#1
Chevrolet Camaro#59#Simon Gregg#1
SGT#SGT#SGT#SGT
Chevrolet Camaro#49#Patrick Utt#1
Dodge Viper#84#Lee Saunders#1
Ferrari 458 Challenge#97#Chris Coffey#1
Ford Mustang#68#Ray Mason#1
Porsche 992#15#Milton Grant#1
XGT#XGT#XGT#XGT
Mercedes-AMG GT3#14#Billy Griffin#1
GT#GT#GT#GT
Ford Mustang GT500#24#Derric Carter#1
GT1#GT1#GT1#GT1
Chevrolet Camaro#11#Jordan Bupp#1
Ford Mustang#22#Axel Rivera#1
Ford Mustang#70#David Jans#1
Ford Mustang#77#Paul Fix#1
TAC#TAC#TAC#TAC
Chevrolet Camaro#9#Ken Thwaits#1
Ford Mustang#08#Matt Crandall#1
Ford Mustang#32#Cole Moore#1
Ford Mustang#62#Jim Guthrie#1
Source:#Source:#Source:#Source:
