pos.##driver#team#make#time_(r1)#speed_(r1)#time_(r2)#speed_(r2)
1#88#Ty Majeski#ThorSport Racing#Ford#50.941#176.675#50.881#176.883
2#7#Michael McDowell (i)#Spire Motorsports#Chevrolet#50.976#176.554#50.939#176.682
3#15#Tanner Gray#Tricon Garage#Toyota#51.035#176.350#51.074#176.215
4#77#Carson Hocevar (i)#Spire Motorsports#Chevrolet#50.979#176.543#51.112#176.084
5#9#Grant Enfinger#CR7 Motorsports#Chevrolet#51.153#175.943#51.168#175.891
6#18#Tyler Ankrum#McAnally–Hilgemann Racing#Chevrolet#51.337#175.312#51.177#175.860
7#11#Kaden Honeycutt#Tricon Garage#Toyota#50.998#176.478#51.229#175.682
8#98#Jake Garcia#ThorSport Racing#Ford#51.175#175.867#51.264#175.562
9#17#Gio Ruggiero#Tricon Garage#Toyota#51.330#175.336#51.285#175.490
10#38#Chandler Smith#Front Row Motorsports#Ford#51.422#175.022#51.317#175.380
Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1
11#91#Christian Eckes#McAnally–Hilgemann Racing#Chevrolet#51.455#174.910#<NA>#<NA>
12#4#Cleetus Mitchell#Niece Motorsports#Chevrolet#51.459#174.897#<NA>#<NA>
13#42#Travis Pastrana#Niece Motorsports#Chevrolet#51.488#174.798#<NA>#<NA>
14#1#Taylor Gray (i)#Tricon Garage#Toyota#51.508#174.730#<NA>#<NA>
15#25#Tony Stewart#Kaulig Racing#Ram#51.519#174.693#<NA>#<NA>
16#16#Justin Haley#Kaulig Racing#Ram#51.544#174.608#<NA>#<NA>
17#95#Clay Greenfield#GK Racing#Chevrolet#51.558#174.561#<NA>#<NA>
18#75#Corey LaJoie (i)#Henderson Motorsports#Chevrolet#51.559#174.557#<NA>#<NA>
19#62#John Hunter Nemechek (i)#Halmar Friesen Racing#Toyota#51.586#174.466#<NA>#<NA>
20#26#Dawson Sutton#Rackley W.A.R.#Chevrolet#51.607#174.395#<NA>#<NA>
21#97#Jason Kitzmiller#CR7 Motorsports#Chevrolet#51.611#174.381#<NA>#<NA>
22#12#Brenden Queen (R)#Kaulig Racing#Ram#51.614#174.371#<NA>#<NA>
23#13#Cole Butcher (R)#ThorSport Racing#Ford#51.643#174.273#<NA>#<NA>
24#52#Stewart Friesen#Halmar Friesen Racing#Toyota#51.664#174.203#<NA>#<NA>
25#5#Nick Leitz#Tricon Garage#Toyota#51.674#174.169#<NA>#<NA>
26#81#Kris Wright#McAnally–Hilgemann Racing#Chevrolet#51.714#174.034#<NA>#<NA>
