seahawks_passing_unnamed:_0_level_1#seahawks_passing_c/att#seahawks_passing_yds#seahawks_passing_td#seahawks_passing_int#seahawks_passing_rating
Sam Darnold#19/38#202#1#0#74.7
Seahawks rushing#Seahawks rushing#Seahawks rushing#Seahawks rushing#Seahawks rushing#Seahawks rushing
<NA>#Car#Yds#TD#Lg#Yds/Car
Kenneth Walker III#27#135#0#30#5.0
George Holani#2#6#0#5#3.0
Sam Darnold#2#5#0#11#2.5
Rashid Shaheed#1#−5#0#−5#−5.0
Seahawks receiving#Seahawks receiving#Seahawks receiving#Seahawks receiving#Seahawks receiving#Seahawks receiving
<NA>#Rec#Yds#TD#Lg#Target
Cooper Kupp#6#61#0#23#12
AJ Barner#4#54#1#16#4
Rashid Shaheed#2#27#0#16#5
Jaxon Smith-Njigba#4#27#0#16#10
Kenneth Walker III#2#26#0#20#4
George Holani#1#7#0#7#1
