may:_0–0_(home:_0–0;_away:_0–0;_neutral:_0–0)_date#may:_0–0_(home:_0–0;_away:_0–0;_neutral:_0–0)_opponent#may:_0–0_(home:_0–0;_away:_0–0;_neutral:_0–0)_stadium
May 1#Xavier*#Russ Chandler Stadium
May 2#Xavier*#Russ Chandler Stadium
May 3#Xavier*#Russ Chandler Stadium
May 8#Duke#Russ Chandler Stadium
May 9#Duke#Russ Chandler Stadium
May 10#Duke#Russ Chandler Stadium
May 12#Mercer*#Russ Chandler Stadium
May 14#at Boston College#Eddie Pellagrini Diamond Chestnut Hill, MA
May 15#at Boston College#Eddie Pellagrini Diamond
May 16#at Boston College#Eddie Pellagrini Diamond
