#driver#team#make
1#Taylor Gray (i)#Tricon Garage#Toyota
2#Jason White#Team Reaume#Ford
4#Garrett Mitchell#Niece Motorsports#Chevrolet
5#Nick Leitz#Tricon Garage#Toyota
6#Norm Benning#Norm Benning Racing#Chevrolet
7#Michael McDowell (i)#Spire Motorsports#Chevrolet
9#Grant Enfinger#CR7 Motorsports#Chevrolet
10#Daniel Dye#Kaulig Racing#Ram
11#Kaden Honeycutt#Tricon Garage#Toyota
12#Brenden Queen (R)#Kaulig Racing#Ram
13#Cole Butcher (R)#ThorSport Racing#Ford
14#Mini Tyrrell (R)#Kaulig Racing#Ram
15#Tanner Gray#Tricon Garage#Toyota
16#Justin Haley#Kaulig Racing#Ram
17#Gio Ruggiero#Tricon Garage#Toyota
18#Tyler Ankrum#McAnally–Hilgemann Racing#Chevrolet
19#Daniel Hemric#McAnally–Hilgemann Racing#Chevrolet
22#Josh Reaume#Team Reaume#Ford
25#Tony Stewart#Kaulig Racing#Ram
26#Dawson Sutton#Rackley W.A.R.#Chevrolet
27#Toni Breidinger#Rackley W.A.R.#Chevrolet
28#Bryan Dauzat#FDNY Racing#Chevrolet
33#Frankie Muniz#Team Reaume#Ford
34#Layne Riggs#Front Row Motorsports#Ford
35#Greg Van Alst#Greg Van Alst Motorsports#Chevrolet
38#Chandler Smith#Front Row Motorsports#Ford
42#Travis Pastrana#Niece Motorsports#Chevrolet
44#Andrés Pérez de Lara#Niece Motorsports#Chevrolet
45#Ricky Stenhouse Jr. (i)#Niece Motorsports#Chevrolet
52#Stewart Friesen#Halmar Friesen Racing#Toyota
56#Timmy Hill#Hill Motorsports#Toyota
62#John Hunter Nemechek (i)#Halmar Friesen Racing#Toyota
69#Tyler Tomassi#MBM Motorsports#Ford
75#Corey LaJoie (i)#Henderson Motorsports#Chevrolet
76#Spencer Boyd#Freedom Racing Enterprises#Chevrolet
77#Carson Hocevar (i)#Spire Motorsports#Chevrolet
81#Kris Wright#McAnally–Hilgemann Racing#Chevrolet
88#Ty Majeski#ThorSport Racing#Ford
90#Justin Carroll#TC Motorsports#Chevrolet
91#Christian Eckes#McAnally–Hilgemann Racing#Chevrolet
95#Clay Greenfield#GK Racing#Chevrolet
97#Jason Kitzmiller#CR7 Motorsports#Chevrolet
98#Jake Garcia#ThorSport Racing#Ford
99#Ben Rhodes#ThorSport Racing#Ford
Official entry list#Official entry list#Official entry list#Official entry list
