fin#st##driver#team#make#laps#led#status#pts
1#1#21#Austin Hill#Richard Childress Racing#Chevrolet#120#78#Running#75
2#13#7#Justin Allgaier#JR Motorsports#Chevrolet#120#0#Running#50
3#10#39#Ryan Sieg#RSS Racing#Chevrolet#120#0#Running#34
4#17#32#Jordan Anderson#Jordan Anderson Racing#Chevrolet#120#4#Running#33
5#12#8#Sammy Smith#JR Motorsports#Chevrolet#120#1#Running#36
6#32#02#Ryan Ellis#Young's Motorsports#Chevrolet#120#1#Running#31
7#11#1#Carson Kvapil#JR Motorsports#Chevrolet#120#0#Running#47
8#14#31#Blaine Perkins#Jordan Anderson Racing#Chevrolet#120#0#Running#36
9#2#2#Jesse Love#Richard Childress Racing#Chevrolet#120#27#Running#37
10#7#88#Rajah Caruth#JR Motorsports#Chevrolet#120#1#Running#34
11#26#4#Anthony Alfredo#Alpha Prime Racing#Chevrolet#120#0#Running#26
12#25#44#Brennan Poole#Alpha Prime Racing#Chevrolet#120#0#Running#25
13#19#38#Patrick Emerling (i)#RSS Racing#Chevrolet#120#0#Running#0
14#27#99#Parker Retzlaff#Viking Motorsports#Chevrolet#120#0#Running#28
15#36#28#Kyle Sieg#RSS Racing#Chevrolet#120#0#Running#22
16#37#45#Lavar Scott (R)#Alpha Prime Racing#Chevrolet#120#0#Running#21
17#34#07#Josh Bilicki#SS-Green Light Racing#Chevrolet#120#0#Running#20
18#8#48#Patrick Staropoli (R)#Big Machine Racing#Chevrolet#120#0#Running#19
19#38#30#Carson Ware#Barrett–Cope Racing#Chevrolet#120#0#Running#18
20#20#42#Carson Hocevar (i)#Young's Motorsports#Chevrolet#120#0#Running#0
21#33#52#Daniel Dye (i)#AM Racing#Ford#120#0#Running#0
22#30#87#Austin Green#Peterson Racing#Chevrolet#118#0#Running#15
23#23#5#Luke Fenhaus (R)#Hettinger Racing#Ford#117#0#Running#14
24#5#00#Sheldon Creed#Haas Factory Team#Chevrolet#116#0#Running#18
25#22#27#Jeb Burton#Jordan Anderson Racing#Chevrolet#107#0#DVP#14
26#4#18#William Sawalich#Joe Gibbs Racing#Toyota#99#2#DVP#22
27#6#17#Corey Day#Hendrick Motorsports#Chevrolet#99#0#Accident#10
28#9#54#Taylor Gray#Joe Gibbs Racing#Toyota#99#0#Accident#9
29#24#24#Harrison Burton#Sam Hunt Racing#Toyota#98#0#Accident#8
30#15#20#Brandon Jones#Joe Gibbs Racing#Toyota#92#0#DVP#8
31#3#41#Sam Mayer#Haas Factory Team#Chevrolet#91#6#Accident#6
32#29#51#Jeremy Clements#Jeremy Clements Racing#Chevrolet#91#0#Accident#10
33#35#35#Natalie Decker#Joey Gase Motorsports#Chevrolet#91#0#Accident#4
