car_ta2#no._ta2#driver_ta2#rounds_ta2
Chevrolet Camaro#00#Jared Odrick#1
Chevrolet Camaro#7#Noah Harmon#1
Chevrolet Camaro#17#Alon Day#1
Chevrolet Camaro#19#Graham Jacobson#1
Chevrolet Camaro#25#Jace Denmark#1
Chevrolet Camaro#27#Lanie Buice#1
Chevrolet Camaro#28#Helio Meza#1
Chevrolet Camaro#44#Patrick Paul#1
Chevrolet Camaro#48#Connor Mosack#1
Chevrolet Camaro#63#Gavin Gleitsman#1
Chevrolet Camaro#66#Christina Lam#1
Chevrolet Camaro#75#Tanner Reif#1
Dodge Challenger#26#Thomas Merril#1
Ford Mustang#3#Adrian Wlostowski#1
Ford Mustang#12#Rafa Matos#1
Ford Mustang#16#Jim Gallaugher#1
Ford Mustang#29#Maciej Tuniewicz#1
Ford Mustang#61#Roberto Sabato#1
Ford Mustang#64#Matt Gray#1
Ford Mustang#67#Matt Griffin#1
Ford Mustang#71#Eric Cayton#1
Ford Mustang#88#Stanton Barrett#1
Ford Mustang#97#Tom Sheehan#1
Ford Mustang#98#Doug Winston#1
Toyota Camry#9#Keith Prociuk#1
Toyota Camry#10#Ethan Tovo#1
Toyota Camry#20#Seamus McKendree#1
Toyota Camry#30#Jackson Tovo#1
Toyota Camry#70#Sam Corry#1
Toyota Camry#90#Vinnie Meskeli#1
Toyota Camry#95#Gian Buffomante#1
Toyota Camry#99#Cale Phillips#1
Source:#Source:#Source:#Source:
