#driver#team#make
1#Corey Heim#Tricon Garage#Toyota
2#Clayton Green#Team Reaume#Ford
5#Adam Andretti#Tricon Garage#Toyota
7#Kyle Busch (i)#Spire Motorsports#Chevrolet
9#Grant Enfinger#CR7 Motorsports#Chevrolet
10#Daniel Dye#Kaulig Racing#Ram
11#Kaden Honeycutt#Tricon Garage#Toyota
12#Brenden Queen (R)#Kaulig Racing#Ram
13#Cole Butcher (R)#ThorSport Racing#Ford
14#Mini Tyrrell (R)#Kaulig Racing#Ram
15#Tanner Gray#Tricon Garage#Toyota
16#Justin Haley#Kaulig Racing#Ram
17#Gio Ruggiero#Tricon Garage#Toyota
18#Tyler Ankrum#McAnally–Hilgemann Racing#Chevrolet
19#Daniel Hemric#McAnally–Hilgemann Racing#Chevrolet
22#Josh Reaume#Team Reaume#Ford
25#Ty Dillon (i)#Kaulig Racing#Ram
26#Dawson Sutton#Rackley W.A.R.#Chevrolet
33#Frankie Muniz#Team Reaume#Ford
34#Layne Riggs#Front Row Motorsports#Ford
38#Chandler Smith#Front Row Motorsports#Ford
42#Tyler Reif#Niece Motorsports#Chevrolet
44#Andrés Pérez de Lara#Niece Motorsports#Chevrolet
45#Ricky Stenhouse Jr. (i)#Niece Motorsports#Chevrolet
52#Stewart Friesen#Halmar Friesen Racing#Toyota
62#John Hunter Nemechek (i)#Halmar Friesen Racing#Toyota
69#Tyler Tomassi#MBM Motorsports#Ford
76#Spencer Boyd#Freedom Racing Enterprises#Chevrolet
77#Carson Hocevar (i)#Spire Motorsports#Chevrolet
81#Kris Wright#McAnally–Hilgemann Racing#Chevrolet
88#Ty Majeski#ThorSport Racing#Ford
90#Justin Carroll#TC Motorsports#Toyota
91#Christian Eckes#McAnally–Hilgemann Racing#Chevrolet
93#Caleb Costner#Costner Motorsports#Chevrolet
98#Jake Garcia#ThorSport Racing#Ford
99#Ben Rhodes#ThorSport Racing#Ford
Official entry list#Official entry list#Official entry list#Official entry list
