pos.##driver#team#make#time_(r1)#speed_(r1)#time_(r2)#speed_(r2)
1#21#Austin Hill#Richard Childress Racing#Chevrolet#49.433#182.065#49.390#182.223
2#2#Jesse Love#Richard Childress Racing#Chevrolet#49.411#182.146#49.391#182.219
3#41#Sam Mayer#Haas Factory Team#Chevrolet#49.493#181.844#49.399#182.190
4#18#William Sawalich#Joe Gibbs Racing#Toyota#49.408#182.157#49.429#182.079
5#00#Sheldon Creed#Haas Factory Team#Chevrolet#49.508#181.789#49.430#182.076
6#17#Corey Day#Hendrick Motorsports#Chevrolet#49.553#181.624#49.430#182.076
7#88#Rajah Caruth#JR Motorsports#Chevrolet#49.542#181.664#49.472#181.921
8#48#Patrick Staropoli (R)#Big Machine Racing#Chevrolet#49.551#181.631#49.508#181.789
9#54#Taylor Gray#Joe Gibbs Racing#Toyota#49.591#181.485#49.557#181.609
10#39#Ryan Sieg#RSS Racing#Chevrolet#49.595#181.470#49.608#181.422
Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1#Eliminated in Round 1
11#1#Carson Kvapil#JR Motorsports#Chevrolet#49.633#181.331#<NA>#<NA>
12#8#Sammy Smith#JR Motorsports#Chevrolet#49.683#181.148#<NA>#<NA>
13#7#Justin Allgaier#JR Motorsports#Chevrolet#49.701#181.083#<NA>#<NA>
14#31#Blaine Perkins#Jordan Anderson Racing#Chevrolet#49.708#181.057#<NA>#<NA>
15#20#Brandon Jones#Joe Gibbs Racing#Toyota#49.733#180.966#<NA>#<NA>
16#19#Gio Ruggiero (i)#Joe Gibbs Racing#Toyota#49.739#180.945#<NA>#<NA>
17#32#Jordan Anderson#Jordan Anderson Racing#Chevrolet#49.739#180.945#<NA>#<NA>
18#26#Dean Thompson#Sam Hunt Racing#Toyota#49.800#180.723#<NA>#<NA>
19#38#Patrick Emerling (i)#RSS Racing#Chevrolet#49.807#180.697#<NA>#<NA>
20#42#Carson Hocevar (i)#Young's Motorsports#Chevrolet#49.832#180.607#<NA>#<NA>
21#91#Mason Maggio#DGM Racing#Chevrolet#49.838#180.585#<NA>#<NA>
22#27#Jeb Burton#Jordan Anderson Racing#Chevrolet#49.852#180.534#<NA>#<NA>
23#5#Luke Fenhaus (R)#Hettinger Racing#Ford#49.894#180.382#<NA>#<NA>
24#24#Harrison Burton#Sam Hunt Racing#Toyota#49.908#180.332#<NA>#<NA>
25#44#Brennan Poole#Alpha Prime Racing#Chevrolet#49.923#180.278#<NA>#<NA>
26#4#Caesar Bacarella#Alpha Prime Racing#Chevrolet#49.928#180.260#<NA>#<NA>
27#99#Parker Retzlaff#Viking Motorsports#Chevrolet#49.941#180.213#<NA>#<NA>
