name#b/t#number#pos.#height#weight#year#hometown#reason_for_departure
Lleyton Lackey#S/L#1#OF#5'6"#160#Junior#Evans, Georgia#Transferred to Lenoir–Rhyne
Hideki Prather#R/R#2#C#5'10"#195#Freshman#Oakland, California#Transferred to California
Andrew Ciufo#R/R#5#INF#6'0"#200#Graduate Student#Medford, New York#Graduated
Dominic Listi#L/L#6#OF#5'11"#205#Graduate Student#Crystal Lake, Illinois#Graduated
Josh Paino#R/R#8#INF#5'11"#200#Graduate Student#Temecula, California#Graduated
Steele Burd#R/R#11#C#6'0"#210#Freshman#Hilton Head Island, South Carolina#Transferred to State College of Florida, Manatee–Sarasota
Hudson Lee#R/L#12#LHP#6'4"#230#Sophomore#Roebuck, South Carolina#Transferred to South Carolina
B.J. Bailey#L/L#13#LHP#6'3"#180#Senior#Woodruff, South Carolina#Graduated
Reed Garris#R/R#15#RHP#6'0"#215#Senior#Mount Pleasant, South Carolina#Graduated
Josh Castellani#L/R#17#INF#6'4"#210#Freshman#St. Petersburg, Florida#Transferred to State College of Florida, Manatee–Sarasota
T.P. Wentworth#L/L#18#OF#6'3"#230#Freshman#Ripon, California#Transferred to Oklahoma State
Anthony Wilkie#R/R#22#RHP#6'5"#225#Freshman#Gainesville, Florida#Transferred to Florida SouthWestern
Luke Brown#R/R#25#RHP#6'7"#205#Sophomore#Apex, North Carolina#Entered transfer portal
Casey Tallent#R/R#26#RHP#6'0"#225#Junior#Hartwell, Georgia#Graduated
Tristan Bissetta#L/L#27#OF#6'1"#225#Junior#Greenville, South Carolina#Transferred to Ole Miss
Jackson Cole#L/L#37#LHP#6'2"#190#Freshman#Boiling Springs, South Carolina#Transferred to The Citadel
Ethan Darden#L/L#39#LHP#6'0"#175#Junior#Rock Hill, South Carolina#Transferred to Texas A&M
Brodey Conn#L/R#40#INF#6'1"#205#Sophomore#Clemson, South Carolina#<NA>
Cannon Feazell#R/R#41#RHP#6'1"#195#Freshman#Windermere, Florida#<NA>
Michael Gillen#R/R#42#RHP#6'2"#220#Junior#Rochelle Park, New Jersey#Transferred to UCF
Chayce Kieck#R/R#45#RHP#6'1"#185#Freshman#Jacksonville, Florida#Transferred to Northwestern
Austin Jacobs#R/R#48#INF#6'0"#175#Freshman#Geneva, Florida#Transferred to UCF
Owen Anchors#L/L#55#OF#6'2"#190#Freshman#Dunwoody, Georgia#<NA>
