patriots_passing_unnamed:_0_level_1#patriots_passing_c/att#patriots_passing_yds#patriots_passing_td#patriots_passing_int#patriots_passing_rating
Drake Maye#27/43#295#2#2#79.1
Patriots rushing#Patriots rushing#Patriots rushing#Patriots rushing#Patriots rushing#Patriots rushing
<NA>#Car#Yds#TD#Lg#Yds/Car
Drake Maye#5#37#0#16#7.4
Rhamondre Stevenson#7#23#0#6#3.3
TreVeyon Henderson#6#19#0#9#3.2
Patriots receiving#Patriots receiving#Patriots receiving#Patriots receiving#Patriots receiving#Patriots receiving
<NA>#Rec#Yds#TD#Lg#Target
Mack Hollins#4#78#1#35#8
DeMario Douglas#5#45#0#11#7
Rhamondre Stevenson#5#40#1#13#5
Stefon Diggs#3#37#0#26#3
Hunter Henry#3#31#0#16#5
TreVeyon Henderson#3#26#0#24#3
Kayshon Boutte#1#21#0#21#5
Austin Hooper#2#10#0#5#3
Kyle Williams#1#7#0#7#2
