pos.##driver#team#make
1#7#Connor Mosack#Spire Motorsports#Chevrolet
2#17#Gio Ruggiero#Tricon Garage#Toyota
3#77#James Hinchcliffe#Spire Motorsports#Chevrolet
4#99#Ben Rhodes#ThorSport Racing#Ford
5#38#Chandler Smith#Front Row Motorsports#Ford
6#1#Dario Franchitti#Tricon Garage#Toyota
7#62#Wesley Slimp#Halmar Friesen Racing#Toyota
8#45#Landen Lewis#Niece Motorsports#Chevrolet
9#98#Jake Garcia#ThorSport Racing#Ford
10#5#Adam Andretti#Tricon Garage#Toyota
11#16#Justin Haley#Kaulig Racing#Ram
12#10#Daniel Dye#Kaulig Racing#Ram
13#18#Tyler Ankrum#McAnally–Hilgemann Racing#Chevrolet
14#44#Andrés Pérez de Lara#Niece Motorsports#Chevrolet
15#12#Brenden Queen (R)#Kaulig Racing#Ram
16#25#Colin Braun#Kaulig Racing#Ram
17#52#Stewart Friesen#Halmar Friesen Racing#Toyota
18#42#Tyler Reif#Niece Motorsports#Chevrolet
19#11#Kaden Honeycutt#Tricon Garage#Toyota
20#81#Kris Wright#McAnally–Hilgemann Racing#Chevrolet
21#14#Mini Tyrrell (R)#Kaulig Racing#Ram
22#88#Ty Majeski#ThorSport Racing#Ford
23#33#Frankie Muniz#Team Reaume#Ford
24#22#Jackson Lee#Team Reaume#Ford
25#9#Grant Enfinger#CR7 Motorsports#Chevrolet
26#2#Carter Fartuch#Team Reaume#Ford
27#76#Nathan Nicholson#Freedom Racing Enterprises#Chevrolet
28#34#Layne Riggs#Front Row Motorsports#Ford
29#15#Tanner Gray#Tricon Garage#Toyota
30#13#Cole Butcher (R)#ThorSport Racing#Ford
31#91#Christian Eckes#McAnally–Hilgemann Racing#Chevrolet
Qualified by owner's points#Qualified by owner's points#Qualified by owner's points#Qualified by owner's points#Qualified by owner's points
32#69#Derek White#MBM Motorsports#Ford
33#26#Dawson Sutton#Rackley W.A.R.#Chevrolet
34#19#Daniel Hemric#McAnally–Hilgemann Racing#Chevrolet
35#4#Ben Maier#Niece Motorsports#Chevrolet
36#56#Timmy Hill#Hill Motorsports#Toyota
Official starting lineup#Official starting lineup#Official starting lineup#Official starting lineup#Official starting lineup
