meerut_metro_no._no.#meerut_metro_station_name_english#meerut_metro_station_name_hindi#meerut_metro_opening_opening#meerut_metro_station_layout_station_layout
1#Meerut South#मेरठ दक्षिण#22 February 2026#Elevated
2#Partapur#परतापुर#22 February 2026#Elevated
3#Rithani#रिठानी#22 February 2026#Elevated
4#Shatabdi Nagar#शताब्दी नगर#22 February 2026#Elevated
5#Brahmapuri#ब्रह्मपुरी#22 February 2026#Elevated
6#Meerut Central#मेरठ सेंट्रल#22 February 2026#Underground
7#Bhaisali#भैसाली#22 February 2026#Underground
8#Begumpul#बेगमपुल#22 February 2026#Underground
9#MES Colony#एमईएस कॉलोनी#22 February 2026#Elevated
10#Daurli#डौरली#22 February 2026#Elevated
11#Meerut North#मेरठ उत्तर#22 February 2026#Elevated
12#Modipuram#मोदीपुरम#22 February 2026#Elevated
13#Modipuram Depot#मोदीपुरम डिपो#2026#At-grade
