no.#title#original_release_date
1#"Paint on the Mail"#February 2, 2026
1#"The Last Box"#February 2, 2026
2#"Bird Sitting"#February 3, 2026
2#"Jay's Fit"#February 3, 2026
3#"Birthday Dance Surprise"#February 4, 2026
3#"The Green Pepper"#February 4, 2026
4#"Find Phoebe"#February 5, 2026
4#"Trick Shot"#February 5, 2026
5#"Fire Drill"#February 6, 2026
5#"Fruit Juice Frenzy"#February 6, 2026
6#"Paper Rocketship"#February 9, 2026
6#"Fort Yarber"#February 9, 2026
7#"Lost and Found"#February 10, 2026
7#"Comic Tragedy"#February 10, 2026
8#"Queen B Butterfly"#February 11, 2026
8#"Talent Show"#February 11, 2026
9#"Flipping Out"#February 12, 2026
9#"Jay's Cut"#February 12, 2026
10#"Tobsy Speak"#February 13, 2026
10#"Perfect Potluck"#February 13, 2026
