pos.##driver#team#make#pts
1#21#Austin Hill#Richard Childress Racing#Chevrolet#10
2#2#Jesse Love#Richard Childress Racing#Chevrolet#9
3#1#Carson Kvapil#JR Motorsports#Chevrolet#8
4#7#Justin Allgaier#JR Motorsports#Chevrolet#7
5#31#Blaine Perkins#Jordan Anderson Racing#Chevrolet#6
6#0#Sheldon Creed#Haas Factory Team#Chevrolet#5
7#18#William Sawalich#Joe Gibbs Racing#Toyota#4
8#25#Nick Sanchez#AM Racing#Ford#3
9#51#Jeremy Clements#Jeremy Clements Racing#Chevrolet#2
10#20#Brandon Jones#Joe Gibbs Racing#Toyota#1
