tag#start#wp#name#länge#gewinner#leader
13. Feb.#09:01#Umeå City (Shakedown)#Umeå City (Shakedown)#3,44 km#Thierry Neuville#<NA>
13. Feb.#19:05#WP1#Umeå Sprint 1#5,16 km#Elfyn Evans#Elfyn Evans
14. Feb.#09:18#WP2#Bygdsiljum 1#28,27 km#Elfyn Evans#Elfyn Evans
14. Feb.#10:19#WP3#Andersvattnet 1#20,51 km#Adrien Fourmaux#Elfyn Evans
14. Feb.#11:27#WP4#Bäck 1#10,80 km#Adrien Fourmaux#Elfyn Evans
14. Feb.#12:55 – 13:35#<NA>#Service A, Umeå#Service A, Umeå#Service A, Umeå#Elfyn Evans
14. Feb.#14:48#WP5#Bygdsiljum 2#28,27 km#Takamoto Katsuta#Takamoto Katsuta
14. Feb.#15:49#WP6#Andersvattnet 2#20,51 km#Ott Tänak#Elfyn Evans
14. Feb.#16:57#WP7#Bäck 2#10,80 km#Thierry Neuville#Ott Tänak
14. Feb.#19:05#WP8#Umeå Sprint 2#5,16 km#Elfyn Evans#Elfyn Evans
14. Feb.#19:45 – 20:30#<NA>#Flexi service B, Umeå#Flexi service B, Umeå#Flexi service B, Umeå#Elfyn Evans
15. Feb.#09:10#WP9#Vännäs 1#15,65 km#Kalle Rovanperä#Elfyn Evans
15. Feb.#10:05#WP10#Sarsjöliden 1#14,23 km#Elfyn Evans#Elfyn Evans
15. Feb.#11:08#WP11#Kolksele 1#16,06 km#Thierry Neuville#Elfyn Evans
15. Feb.#12:45 – 13:25#<NA>#Service C, Umeå#Service C, Umeå#Service C, Umeå#Elfyn Evans
15. Feb.#14:10#WP12#Vännäs 2#15,65 km#Adrien Fourmaux#Elfyn Evans
15. Feb.#15:05#WP13#Sarsjöliden 2#14,23 km#Elfyn Evans#Elfyn Evans
15. Feb.#16:08#WP14#Kolksele 2#16,06 km#Thierry Neuville#Elfyn Evans
15. Feb.#18:05#WP15#Umeå Sprint 3#5,16 km#Thierry Neuville#Elfyn Evans
15. Feb.#18:52 – 19:37#<NA>#Flexi service D, Umeå#Flexi service D, Umeå#Flexi service D, Umeå#Elfyn Evans
16. Feb.#07:27#WP16#Västervik 1#29,35 km#Takamoto Katsuta#Takamoto Katsuta
16. Feb.#09:00 – 09:15#<NA>#Service E, Umeå#Service E, Umeå#Service E, Umeå#Takamoto Katsuta
16. Feb.#09:57#WP17#Västervik 2#29,35 km#Elfyn Evans#Elfyn Evans
16. Feb.#12:15#WP18#Umeå (Powerstage)#8,62 km#1. Elfyn Evans 2. Takamoto Katsuta 3. Thierry Neuville 4. Ott Tänak 5. Kalle Rovanperä#Elfyn Evans
