platz#sprache#anteil_aller_internetauftritte_in_prozent
1#Englisch#54 %
2#Russisch#06 %
3#Deutsch#05,9 %
4#Spanisch#04,9 %
5#Französisch#04,0 %
6#Japanisch#03,4 %
7#Portugiesisch#02,9 %
8#Italienisch#02,3 %
9#Persisch#02,0 %
10#Polnisch#01,8 %
11#Chinesisch#01,7 %
12#Niederländisch#01,2 %
13#Türkisch#01,2 %
14#Tschechisch#01,0 %
15#Koreanisch#00,9 %
16#Vietnamesisch#00,7 %
17#Arabisch#00,6 %
18#Griechisch#00,5 %
19#Ungarisch#00,5 %
20#Schwedisch#00,5 %
21#Rumänisch#00,4 %
22#Slowakisch#00,4 %
23#Dänisch#00,3 %
24#Indonesisch#00,3 %
25#Finnisch#00,3 %
26#Thailändisch#00,3 %
27#Bulgarisch#00,2 %
28#Ukrainisch#00,2 %
29#Hebräisch#00,2 %
30#Norwegisch (Bokmål)#00,2 %
31#Kroatisch#00,2 %
32#Litauisch#00,1 %
33#Serbisch#00,1 %
34#Norwegisch (Nynorsk)#00,1 %
35#Slowenisch#00,1 %
36#Katalanisch#00,1 %
37#Lettisch#00,1 %
38#Estnisch#00,1 %
39#Hindi#00,1 %
40#Aserbaidschanisch#00,1 %
