band#veröffentlichung_(japan)#isbn_(japan)
1#17. April 2020#ISBN 978-4-08-891533-3.
2#19. Juni 2020#ISBN 978-4-08-891569-2.
3#18. September 2020#ISBN 978-4-08-891656-9.
4#18. Dezember 2020#ISBN 978-4-08-891736-8.
5#18. März 2021#ISBN 978-4-08-891816-7.
6#18. Juni 2021#ISBN 978-4-08-892007-8.
7#17. September 2021#ISBN 978-4-08-892072-6.
8#17. Dezember 2021#ISBN 978-4-08-892164-8.
9#18. März 2022#ISBN 978-4-08-892245-4.
10#17. Juni 2022#ISBN 978-4-08-892338-3.
11#16. September 2022#ISBN 978-4-08-892427-4.
12#19. Dezember 2022#ISBN 978-4-08-892537-0.
13#17. März 2023#ISBN 978-4-08-892629-2.
14#19. Juli 2023#ISBN 978-4-08-892718-3.
15#19. Oktober 2023#ISBN 978-4-08-892861-6.
16#17. November 2023#ISBN 978-4-08-892896-8.
17#18. März 2024#ISBN 978-4-08-893171-5.
18#19. Juni 2024#ISBN 978-4-08-893278-1.
19#19. September 2024#ISBN 978-4-08-893385-6.
20#18. Dezember 2024#ISBN 978-4-08-893504-1.
21#18. März 2025#ISBN 978-4-08-893590-4.
