platz#sportler#land#gesamt#kp#kp.1#kür#kür.1
1#Ilia Malinin#Vereinigte Staaten#31856#1#11041#1#20815
2#Michail Schaidorow#Kasachstan#28747#3#9477#2#19270
3#Yuma Kagiyama#Japan#27819#2#10709#10#17110
4#Adam Siao Him Fa#Frankreich#27548#9#8722#3#18826
5#Kevin Aymoz#Frankreich#27252#4#9363#7#17889
6#Shun Satō#Japan#27056#5#9126#6#17930
7#Cha Jun-hwan#Südkorea#26574#10#8641#5#17933
8#Jason Brown#Vereinigte Staaten#26540#12#8472#4#18068
9#Nika Egadse#Georgien#26303#6#9039#8#17264
10#Nikolaj Memola#Italien#25513#7#8789#11#16724
11#Deniss Vasiļjevs#Lettland#25226#16#7999#9#17227
12#Lukas Britschgi#Schweiz#24419#11#8583#14#15836
13#Daniel Grassl#Italien#24231#14#8047#12#16184
14#Roman Sadovsky#Kanada#24038#15#8025#13#16013
15#Vladimir Litvintsev#Aserbaidschan#23331#13#8310#17#15021
16#Adam Hagara#Slowakei#23262#18#7833#15#15429
17#Andreas Nordebäck#Schweden#22985#17#7903#16#15082
18#Dai Daiwei#Volksrepublik China#22120#21#7502#18#14618
19#Mihhail Selevko#Estland#21802#19#7750#21#14052
20#Tomàs-Llorenç Guarino Sabaté#Spanien#21748#22#7489#20#14259
21#Tatsuya Tsuboi#Japan#21626#24#7300#19#14326
22#Andrew Torgashev#Vereinigte Staaten#21279#8#8727#23#12552
23#Władimir Samojłow#Polen#21168#20#7573#22#13595
24#Fedir Kulish#Lettland#19833#23#7325#24#12508
Nicht für die Kür qualifiziert#Nicht für die Kür qualifiziert#Nicht für die Kür qualifiziert#Nicht für die Kür qualifiziert#Nicht für die Kür qualifiziert#Nicht für die Kür qualifiziert#Nicht für die Kür qualifiziert#Nicht für die Kür qualifiziert
25#Lev Vinokur#Israel#7284#25#7284#<NA>#<NA>
26#Kim Hyun-gyeom#Südkorea#7282#26#7282#<NA>#<NA>
27#Donovan Carrillo#Mexiko#7155#27#7155#<NA>#<NA>
28#Nikita Starostin#Deutschland#7072#28#7072#<NA>#<NA>
29#Aleksandr Vlasenko#Ungarn#7025#29#7025#<NA>#<NA>
30#Li Yu-Hsiang#Chinesisch Taipeh#6963#30#6963#<NA>#<NA>
31#Georgii Reshtenko#Tschechien#6861#31#6861#<NA>#<NA>
32#Edward Appleby#Vereinigtes Königreich#6670#32#6670#<NA>#<NA>
33#Kyrylo Marsak#Ukraine#6437#33#6437#<NA>#<NA>
34#Jari Kessler#Kroatien#6144#34#6144#<NA>#<NA>
35#Maurizio Zandron#Österreich#6087#35#6087#<NA>#<NA>
36#Alexander Zlatkov#Bulgarien#5528#36#5528#<NA>#<NA>
37#Semen Daniliants#Armenien#5058#37#5058#<NA>#<NA>
38#Burak Demirboğa#Türkei#4845#38#4845#<NA>#<NA>
39#Davide Lewton Brain#Monaco#4790#39#4790#<NA>#<NA>
