#name#bild#eintragsdatum#lage#beschreibung
1#Algonquin Apartments#Algonquin Apartments#4. Jan. 1989 ID-Nr. 88002985#1819–1825 Biscayne Boulevard  25° 47′ 37″ N, 80° 11′ 20″ W#Teil der Downtown Miami MRA
2#Atlantic Gas Station#Atlantic Gas Station  weitere Bilder#29. Dez. 1988 ID-Nr. 88003060#668 Northwest 5th Street  25° 46′ 41″ N, 80° 12′ 22″ W#Teil der Downtown Miami MRA
3#Barracks and Mess Building-US Coast Guard Air Station at Dinner Key#Barracks and Mess Building-US Coast Guard Air Station at Dinner Key  weitere Bilder#10. Aug. 1995 ID-Nr. 95000816#2610 Tigertail Avenue  25° 43′ 55″ N, 80° 14′ 7″ W#<NA>
4#Bay Shore Historic District#Bay Shore Historic District  weitere Bilder#2. Okt. 1992 ID-Nr. 92001323#Etwa begrenzt durch die Northeast 55th Street, Biscayne Boulevard, Northeast 60th Street und Biscayne Bay  25° 49′ 45,5″ N, 80° 10′ 57,5″ W#<NA>
5#Brickell Mausoleum#Brickell Mausoleum  weitere Bilder#4. Jan. 1989 ID-Nr. 88002977#501 Brickell Avenue  25° 46′ 5″ N, 80° 11′ 30″ W#Teil der Downtown Miami MRA
6#Brickell Point Site#Brickell Point Site  weitere Bilder#5. Feb. 2002 ID-Nr. 01001534#401 Brickell Ave  25° 46′ 8″ N, 80° 11′ 21″ W#<NA>
7#William Jennings Bryan House#William Jennings Bryan House#20. Jan. 2012 ID-Nr. 11001029#3115 Brickell Ave  25° 44′ 54,8″ N, 80° 12′ 21,8″ W#<NA>
8#Central Baptist Church#Central Baptist Church  weitere Bilder#4. Jan. 1989 ID-Nr. 88002988#500 Northeast 1st Avenue  25° 46′ 31″ N, 80° 11′ 31″ W#Teil der Downtown Miami MRA
9#City National Bank Building#City National Bank Building  weitere Bilder#4. Jan. 1989 ID-Nr. 88002975#121 Southeast 1st Street  25° 46′ 30″ N, 80° 11′ 30″ W#Teil der Downtown Miami MRA
10#City of Miami Cemetery#City of Miami Cemetery  weitere Bilder#4. Jan. 1989 ID-Nr. 88002960#1800 Northeast 2nd Avenue  25° 47′ 38″ N, 80° 11′ 27″ W#Teil der Downtown Miami MRA
11#Congress Building#Congress Building  weitere Bilder#14. März 1985 ID-Nr. 85000553#111 Northeast 2nd Avenue  25° 46′ 31″ N, 80° 11′ 24″ W#<NA>
12#Dade County Courthouse#Dade County Courthouse  weitere Bilder#4. Jan. 1989 ID-Nr. 88002983#73 West Flagler Street  25° 46′ 27″ N, 80° 11′ 43″ W#Teil der Downtown Miami MRA
13#D. A. Dorsey House#D. A. Dorsey House  weitere Bilder#4. Jan. 1989 ID-Nr. 88002966#250 Northwest 9th Street  25° 46′ 57″ N, 80° 11′ 56″ W#Teil der Downtown Miami MRA
14#Marjory Stoneman Douglas House#<NA>#27. Feb. 2015 ID-Nr. 15000312#3744 Stewart Ave.  25° 42′ 39,6″ N, 80° 15′ 12,6″ W#Heimat des Aktivisten Marjory Stoneman Douglas
15#Downtown Miami Historic District#Downtown Miami Historic District  weitere Bilder#6. Dez. 2005 ID-Nr. 05001356#Etwa begrenzt durch die Miami Ct., 3rd Street, 3rd Avenue und 2nd Street  25° 46′ 21,2″ N, 80° 11′ 30,6″ W#<NA>
16#Alfred I. DuPont Building#Alfred I. DuPont Building  weitere Bilder#4. Jan. 1989 ID-Nr. 88002984#169 East Flagler Street  25° 46′ 26″ N, 80° 11′ 27″ W#Teil der Downtown Miami MRA
