n.º_total#n.º_temp.#fecha_de_emisión#espectadores#share
1#1#9 de abril de 2025#908 000#11,8%
2#2#10 de abril de 2025#630 000 361 000#9,1% 3,9%
3#3#11 de abril de 2025#686 000 261 000#8,9% 2,9%
4#4#14 de abril de 2025#308 000#3,8%
5#5#15 de abril de 2025#289 000#3,5%
6#6#16 de abril de 2025#251 000#3,1%
7#7#21 de abril de 2025#265 000#3,3%
8#8#22 de abril de 2025#231 000#3,0%
9#9#23 de abril de 2025#218 000#2,9%
10#10#24 de abril de 2025#177 000#2,4%
11#11#25 de abril de 2025#193 000#2,7%
12#12#29 de abril de 2025#255 000#3,4%
13#13#30 de abril de 2025#632 000 274 000#8,7% 3,1%
14#14#2 de mayo de 2025#592 000 267 000#8,5% 3,2%
15#15#5 de mayo de 2025#276 000#3,3%
16#16#6 de mayo de 2025#295 000#3,7%
17#17#7 de mayo de 2025#282 000#3,6%
18#18#9 de mayo de 2025#280 000#3,9%
19#19#12 de mayo de 2025#329 000#4,2%
20#20#13 de mayo de 2025#314 000#4,1%
21#21#14 de mayo de 2025#270 000#3,3%
22#22#15 de mayo de 2025#283 000#3,5%
23#23#16 de mayo de 2025#254 000#3,6%
24#24#19 de mayo de 2025#401 000#5,2%
25#25#20 de mayo de 2025#283 000#4,0%
26#26#21 de mayo de 2025#290 000#3,9%
27#27#22 de mayo de 2025#275 000#3,8%
28#28#23 de mayo de 2025#282 000#4,1%
29#29#26 de mayo de 2025#311 000#4,1%
30#30#27 de mayo de 2025#335 000#4,5%
31#31#28 de mayo de 2025#284 000#3,8%
32#32#29 de mayo de 2025#284 000#3,9%
33#33#30 de mayo de 2025#279 000#4,0%
34#34#2 de junio de 2025#297 000#3,9%
35#35#3 de junio de 2025#342 000#4,3%
36#36#4 de junio de 2025#358 000#4,9%
37#37#5 de junio de 2025#335 000#4,7%
38#38#6 de junio de 2025#300 000#4,3%
39#39#9 de junio de 2025#308 000#4,3%
40#40#10 de junio de 2025#365 000#4,9%
41#41#11 de junio de 2025#474 000#6,1%
42#42#12 de junio de 2025#744 000#10,2%
43#43#13 de junio de 2025#737 000 332 000#8,3% 4,9%
44#44#16 de junio de 2025#1 238 000 422 000#13,3% 5,7%
45#45#17 de junio de 2025#737 000 378 000#8,3% 5,0%
46#46#18 de junio de 2025#774 000 374 000#8,8% 5,1%
47#47#19 de junio de 2025#673 000 380 000#7,9% 5,2%
48#48#20 de junio de 2025#673 000 317 000#7,9% 4,4%
49#49#23 de junio de 2025#760 000 393 000#8,6% 5,2%
50#50#24 de junio de 2025#705 000 411 000#7,9% 5,4%
