episodio_episodio#fecha_de_emisión_fecha_de_emisión#índices_de_audiencia_(nielsen_korea)[23]​_</ref>_nacional#índices_de_audiencia_(nielsen_korea)[23]​_</ref>_seúl
1#31 de marzo de 2025#3,235 % (1.ª)#3,612 % (1.ª)
2#1 de abril de 2025#2,412 % (2.ª)#2,841 % (1.ª)
3#7 de abril de 2025#2,028 % (1.ª)#2,039 % (2.ª)
4#8 de abril de 2025#1,384 % (6.ª)#1,680 % (4.ª)
5#14 de abril de 2025#1,603 % (3.ª)#1,699 % (3.ª)
6#15 de abril de 2025#1,261 % (6.ª)#1,458 % (4.ª)
7#21 de abril de 2025#1,355 % (4.ª)#1,353 % (4.ª)
8#22 de abril de 2025#1,0 % (17.ª)#ND
9#28 de abril de 2025#1,379 % (2.ª)#1,788 % (2.ª)
10#29 de abril de 2025#1,05 % (17.ª)#1,103 % (8.ª)
11#5 de mayo de 2025#0,9 % (23.ª)#ND
12#6 de mayo de 2025#1,1 % (14.ª)#ND
Promedio#Promedio#— %#— %
