n.º_temp.#título#fecha_de_emisión#audiencia
1x01 (1)#Y se hizo la luz#08/05/2025#1 233 000 (12,8%)[3]​
1x02 (2)#Amigos para siempre#15/05/2025#1 046 000 (10,8%)[4]​
1x03 (3)#Eurorevisión#22/05/2025#1 330 000 (14,5%)[5]​
1x04 (4)#Animaladas#29/05/2025#1 170 000 (12,9%)[6]​
1x05 (5)#Ambiente caldeado#05/06/2025#1 592 000 (16,8%)[7]​
1x06 (6)#Barbaridades#12/06/2025#812 000 (9,1%)[8]​
1x07 (7)#Archivos corruptos#19/06/2025#979 000 (11,1%)[9]​
1x08 (8)#Caídas y piscinazos#26/06/2025#1 107 000 (12,3%)[10]​
1x09 (9)#CongreS.O.S.#10/07/2025#912 000 (11,2%)[11]​
1x10 (10)#A tomar fresco#17/07/2025#693 000 (8,4%)[12]​
