volúmenes_de_manga_publicados_número#volúmenes_de_manga_publicados_fecha_de_publicación#volúmenes_de_manga_publicados_isbn#volúmenes_de_manga_publicados_fecha_de_publicación.1#volúmenes_de_manga_publicados_isbn.1
1#18 de agosto de 2020#ISBN 978-4-09-850180-9[17]​#6 de mayo de 2022[24]​#ISBN 978-84-679-4739-7
2#16 de noviembre de 2020#ISBN 978-4-09-850181-6[25]​#29 de julio de 2022[26]​#ISBN 978-84-679-4740-3
3#18 de diciembre de 2020#ISBN 978-4-09-850285-1[27]​#23 de septiembre de 2022[28]​#ISBN 978-84-679-4741-0
4#17 de marzo de 2021#ISBN 978-4-09-850490-9[29]​#25 de noviembre de 2022[30]​#ISBN 978-84-679-4742-7
5#16 de julio de 2021#ISBN 978-4-09-850634-7[31]​#14 de abril de 2023[32]​#ISBN 978-84-679-5961-1
6#18 de noviembre de 2021#ISBN 978-4-09-850728-3 (edición normal)[33]​ ISBN 978-4-09-943096-2 (edición especial)[34]​#9 de junio de 2023[35]​#ISBN 978-84-679-5962-8
7#17 de marzo de 2022#ISBN 978-4-09-850876-1 (edición normal)[36]​ ISBN 978-4-09-943104-4 (edición especial)[37]​#6 de octubre de 2023[38]​[39]​#ISBN 978-84-679-5963-5 (edición normal) ISBN 978-84-679-6365-6 (edición especial)
8#17 de junio de 2022#ISBN 978-4-09-851148-8 (edición normal)[40]​ ISBN 978-4-09-943116-7 (edición especial)[41]​#7 de diciembre de 2023[42]​#ISBN 978-84-679-6652-7
9#15 de septiembre de 2022#ISBN 978-4-09-851260-7 (edición normal)[43]​ ISBN 978-4-09-943119-8 (edición especial)[44]​#5 de abril de 2024[45]​#ISBN 978-84-679-6653-4
10#16 de marzo de 2023#ISBN 978-4-09-851771-8[46]​#7 de junio de 2024[47]​#ISBN 978-84-679-6654-1
11#15 de septiembre de 2023#ISBN 978-4-09-852769-4[48]​#2 de agosto de 2024[49]​#ISBN 978-84-679-7130-9
12#18 de diciembre de 2023#ISBN 978-4-09-853030-4[50]​#25 de octubre de 2024[51]​#ISBN 978-84-679-7131-6
13#17 de abril de 2024#ISBN 978-4-09-853233-9[52]​#5 de diciembre de 2024[53]​#ISBN 978-84-679-7133-0
14#18 de marzo de 2025#ISBN 978-4-09-854017-4[18]​#<NA>#<NA>
