episodio#fecha_de_emisión#índices_de_audiencia_(nielsen_korea)_[29]​
1#30 de abril de 2025#1,8 % (26.ª)
2#1 de mayo de 2025#1,8 % (36.ª)
3#7 de mayo de 2025#1,5 % (29.ª)
4#8 de mayo de 2025#1,7 % (28.ª)
5#14 de mayo de 2025#1,1 % (33.ª)
6#15 de mayo de 2025#1,3 % (33.ª)
7#21 de mayo de 2025#1,1 % (35.ª)
8#22 de mayo de 2025#1,2 % (35.ª)
9#28 de mayo de 2025#1,0 % (37.ª)
10#29 de mayo de 2025#1,1 % (35.ª)
11#4 de junio de 2025#0,7 % (50.ª)
12#5 de junio de 2025#1,0 % (43.ª)
Promedio#Promedio#1,3 %
