episodio#fecha_de_emisión#índices_de_audiencia_(nielsen_korea)[30]​
1#5 de febrero de 2025#2,1 % (27.ª)
2#6 de febrero de 2025#1,0 % (45.ª)
3#12 de febrero de 2025#1,2 % (37.ª)
4#13 de febrero de 2025#0,7 % (60.ª)
5#19 de febrero de 2025#1,0 % (42.ª)
6#20 de febrero de 2025#0,7 % (60.ª)
7#26 de febrero de 2025#0.4 % (68.ª)
8#27 de febrero de 2025#0.4 % (75.ª)
9#5 de marzo de 2025#0.4 % (70.ª)
10#6 de marzo de 2025#0.3 % (79.ª)
11#12 de marzo de 2025#0.4 % (69.ª)
12#13 de marzo de 2025#0.3 % (78.ª)
Promedio#Promedio#<NA>
