episodio#fecha_de_emisión#índices_de_audiencia_(nielsen_korea)[41]​
1#11 de abril de 2025#1,3 % (34.ª)
2#12 de abril de 2025#0,9 % (59.ª)
3#18 de abril de 2025#1,5 % (30.ª)
4#19 de abril de 2025#1,1 % (47.ª)
5#25 de abril de 2025#1,1 % (36.ª)
6#26 de abril de 2025#0.9 % (54.ª)
7#2 de mayo de 2025#0,8 % (47.ª)
8#3 de mayo de 2025#0,7 % (69.ª)
9#9 de mayo de 2025#1,2 % (32.ª)
10#10 de mayo de 2025#0,8 % (58.ª)
11#16 de mayo de 2025#0,9 % (45.ª)
12#17 de mayo de 2025#0,8 % (61.ª)
Promedio#Promedio#1 %
