rank#athlete#nationality#60mh#hj#sp#lj#800m#total#notes
<NA>#Saga Vanninen#Finland#8.19#1.81#15.56#6.52#2:12.20#4922#EU23R, WL, NR
<NA>#Sofie Dokter#Netherlands#8.26#1.84#13.86#6.61#2:14.53#4826#PB
<NA>#Kate O'Connor#Ireland#8.31#1.84#14.32#6.27#2:11.42#4781#NR
4.0#Jade O'Dowda#Great Britain#8.3#1.87#13.46#6.43#2:15.91#4751#PB
5.0#Paulina Ligarska#Poland#8.56#1.75#14.48#6.15#2:12.59#4569#<NA>
6.0#Sveva Gerevini#Italy#8.26#1.72#13.0#6.2#2:14.58#4487#<NA>
7.0#Sandrina Sprengel#Germany#8.5#1.69#14.22#6.27#2:17.83#4455#=PB
8.0#Beatrice Juškevičiūtė#Lithuania#8.18#1.69#13.98#5.88#2:16.10#4413#PB
9.0#Emma Oosterwegel#Netherlands#8.27#1.72#13.22#5.86#2:14.24#4400#PB
10.0#Célia Perron#France#8.46#1.78#12.2#5.78#2:12.65#4362#<NA>
11.0#Lovisa Karlsson#Sweden#8.2#1.66#12.78#6.23#2:19.29#4357#<NA>
12.0#Yuliya Loban#Ukraine#8.48#1.66#14.98#5.86#2:23.00#4277#SB
13.0#Marijke Esselink#Netherlands#8.42#1.69#13.46#5.68#2:22.28#4181#SB
<NA>#Verena Mayr#Austria#8.66#1.72#13.8#5.7#DNS#DNF#DNF
