name#national_side#team#price
Sree Charani#India#Delhi Capitals#₹55 lakh (US$65,000)
Sarah Bryce#Scotland#Delhi Capitals#₹10 lakh (US$12,000)
Nandini Kashyap#India#Delhi Capitals#₹10 lakh (US$12,000)
Niki Prasad#India#Delhi Capitals#₹10 lakh (US$12,000)
Simran Shaikh#India#Gujarat Giants#₹1.9 crore (US$220,000)
Deandra Dottin#West Indies#Gujarat Giants#₹1.7 crore (US$200,000)
Danielle Gibson#England#Gujarat Giants#₹30 lakh (US$35,000)
Prakashika Naik#India#Gujarat Giants#₹10 lakh (US$12,000)
G Kamalini#India#Mumbai Indians#₹1.6 crore (US$190,000)
Nadine de Klerk#South Africa#Mumbai Indians#₹30 lakh (US$35,000)
Akshita Maheshwari#India#Mumbai Indians#₹20 lakh (US$24,000)
Sanskriti Gupta#India#Mumbai Indians#₹10 lakh (US$12,000)
Prema Rawat#India#Royal Challengers Bengaluru#₹1.2 crore (US$140,000)
Raghvi Bist#India#Royal Challengers Bengaluru#₹10 lakh (US$12,000)
Jagravi Pawar#India#Royal Challengers Bengaluru#₹10 lakh (US$12,000)
Joshitha V J#India#Royal Challengers Bengaluru#₹10 lakh (US$12,000)
Alana King#Australia#UP Warriorz#₹30 lakh (US$35,000)
Arushi Goel#India#UP Warriorz#₹10 lakh (US$12,000)
Kranti Goud#India#UP Warriorz#₹10 lakh (US$12,000)
