no.#title#directed_by#written_by#storyboarded_by#chief_animation_directed_by#original_release_date [20][22][b]
1#"Goodbye Cruel World"#Kazuo Miyake & Youhei Tsuchiya#Shinichirō Watanabe#Shinichirō Watanabe#Akemi Hayashi [ja]#April 6, 2025
2#"Life in the Fast Lane"#Tsuyoshi Tobita#Tsukasa Kondō#Tensai Okamura#Akemi Hayashi & Keiichi Kondō#April 13, 2025
3#"Long Way From Home"#Youhei Tsuchiya#Takahiro Ozawa [ja]#Kazuo Miyake & Shigeyuki Miya#Eriko Itō#April 20, 2025
4#"Don't Stop the Dance"#Kazuo Miyake#Dai Satō#Akihiko Yamashita#Hiroyuki Aoyama [ja][c]#April 27, 2025
5#"Pretty Vacant"#Kazuo Miyake#Tsukasa Kondō#Iwao Teraoka#Tadashi Hiramatsu [ja] & Kojikoji#May 4, 2025
6#"Heaven is a Place on Earth"#Eiji Abiko#Takahiro Ozawa#Nobutake Ito [ja]#Tadashi Hiramatsu#May 11, 2025
7#"Almost Blue"#Ka Hee Im & Heihachiro Haitani#Takahiro Ozawa#Tensai Okamura#Akemi Hayashi & Tadashi Hiramatsu#May 18, 2025
14 Days Left...#14 Days Left...#14 Days Left...#14 Days Left...#14 Days Left...#14 Days Left...#14 Days Left...
8#"Unforgettable Fire"#<NA>#<NA>#<NA>#<NA>#May 25, 2025
9#"Death on Two Legs"#<NA>#<NA>#<NA>#<NA>#June 1, 2025
10#"I Can't Tell You Why"#<NA>#<NA>#<NA>#<NA>#June 8, 2025
