name#parliamentary_group.1#assumed_office#term_end
Piet Aalberse Jr.#KVP#23 February 1967#15 March 1969
Willem Aantjes#ARP#23 February 1967#10 May 1971
Jacques Aarden#KVP#23 February 1967#10 May 1971
Jacques Aarden#Group-Aarden#23 February 1967#10 May 1971
Hette Abma#SGP#23 February 1967#10 May 1971
Leo Albering#KVP#23 February 1967#19 May 1969
Frans Andriessen#KVP#23 February 1967#10 May 1971
Gijs van Ardenne#VVD#18 February 1971#10 May 1971
Wim Assman#KVP#23 February 1967#10 May 1971
Fons Baeten#KVP#19 April 1967#14 December 1967
Marcus Bakker#CPN#23 February 1967#10 May 1971
Nel Barendregt#PvdA#14 November 1967#10 May 1971
Cas van Beek#KVP#23 February 1967#10 May 1971
Pol de Beer#VVD#11 May 1969#10 May 1971
Henk Beernink#CHU#23 February 1967#4 April 1967
Leo Bekker#KVP#20 April 1967#10 May 1971
Jan van Bennekom#ARP#23 February 1967#6 September 1970
Ed Berg#PvdA#23 February 1967#10 May 1971
Rob van den Bergh#PvdA#18 April 1967#10 May 1971
Cees Berkhouwer#VVD#23 February 1967#10 May 1971
Barend Biesheuvel#ARP#23 February 1967#10 May 1971
Pieter Bode#CHU#23 February 1967#31 October 1968
Jaap Boersma#ARP#23 February 1967#10 May 1971
Kees Boertien#ARP#23 February 1967#10 May 1971
Arie de Boo#CHU#23 February 1967#11 November 1968
Gijs Boot#KVP#23 February 1967#10 May 1971
Corstiaan Bos#CHU#23 February 1967#10 May 1971
Johan van de Brake#BP#23 February 1967#10 May 1971
Johan van de Brake#Group-Harmsen#23 February 1967#10 May 1971
Gerda Brautigam#PvdA#23 February 1967#10 May 1971
Tiemen Brouwer#KVP#23 February 1967#10 May 1971
Ben van Buel#KVP#23 February 1967#10 May 1971
Pam Cornelissen#KVP#23 February 1967#10 May 1971
Frits Daams#PvdA#23 February 1967#31 October 1969
Piet Dankert#PvdA#6 February 1968#10 May 1971
Norma Dettmeijer-Labberton#VVD#2 October 1968#10 May 1971
Isaäc Diepenhorst#ARP#23 February 1967#10 May 1971
Isaäc Diepenhorst#CHU#23 February 1971#10 May 1971
Klaas van Dijk#VVD#23 February 1967#10 May 1971
Minne Dijkstra#D66#23 February 1967#10 May 1971
Rie Dirkx#KVP#30 January 1968#10 May 1971
Cornelis van Dis#SGP#23 February 1967#10 May 1971
Hans van den Doel#PvdA#23 February 1967#10 May 1971
Dick Dolman#PvdA#5 December 1970#10 May 1971
Harry van Doorn#KVP#23 February 1967#27 February 1968
Willy Dusarduijn#KVP#23 February 1967#10 May 1971
Kees Egas#PvdA#23 February 1967#10 May 1971
Ben Engelbertink#KVP#23 February 1967#31 August 1970
Piet Engels#KVP#23 February 1967#10 May 1971
Meiny Epema-Brugman#PvdA#28 April 1970#10 May 1971
