rank#bib#name#country#start_time#cross-country_time#cross-country_rank#finish_time#deficit
<NA>#5#Gyda Westvold Hansen#Norway#1:12#12:30.9#3#13:42.9#<NA>
<NA>#3#Ida Marie Hagen#Norway#1:05#12:44.5#4#13:49.5#+6.6
<NA>#2#Lisa Hirner#Austria#0:50#13:00.4#8#13:50.4#+7.5
4.0#1#Ingrid Låte#Norway#0:00#14:16.3#33#14:16.3#+33.4
5.0#6#Jenny Nowak#Germany#1:13#13:11.0#11#14:24.0#+41.1
6.0#9#Yuna Kasai#Japan#1:29#12:55.3#7#14:24.3#+41.4
7.0#7#Haruka Kasai#Japan#1:24#13:10.0#10#14:34.0#+51.1
8.0#20#Nathalie Armbruster#Germany#2:18#12:27.5#1#14:45.5#+1:02.6
9.0#19#Marte Leinan Lund#Norway#2:16#12:30.6#2#14:46.6#+1:03.7
10.0#13#Ema Volavšek#Slovenia#1:56#12:51.0#5#14:47.0#+1:04.1
11.0#14#Alexa Brabec#United States#1:56#12:54.2#6#14:50.2#+1:07.3
12.0#4#Teja Pavec#Slovenia#1:11#13:47.9#25#14:58.9#+1:16.0
13.0#8#Maria Gerboth#Germany#1:27#13:44.9#23#15:11.9#+1:29.0
14.0#18#Tia Malovrh#Slovenia#2:06#13:15.0#12#15:21.0#+1:38.1
15.0#17#Claudia Purker#Austria#2:01#13:21.9#19#15:22.9#+1:40.0
16.0#16#Heta Hirvonen#Finland#2:00#13:45.1#24#15:45.1#+2:02.2
17.0#21#Lena Brocard#France#2:24#13:21.8#18#15:45.8#+2:02.9
18.0#10#Annalena Slamik#Austria#1:32#14:21.6#34#15:53.6#+2:10.7
19.0#24#Minja Korhonen#Finland#2:50#13:07.4#9#15:57.4#+2:14.5
20.0#12#Ronja Loh#Germany#1:48#14:13.3#31#16:01.3#+2:18.4
21.0#22#Yuzuki Kainuma#Japan#2:28#13:34.7#21#16:02.7#+2:19.8
22.0#25#Maša Likozar Brankovič#Slovenia#2:51#13:21.1#17#16:12.1#+2:29.2
23.0#27#Mille Marie Hagen#Norway#2:58#13:29.0#20#16:27.0#+2:44.1
24.0#26#Annika Malacinski#United States#2:55#13:36.3#22#16:31.3#+2:48.4
25.0#23#Marion Droz Vincent#France#2:43#14:16.0#32#16:59.0#+3:16.1
26.0#30#Veronica Gianmoena#Italy#3:44#13:19.3#15#17:03.3#+3:20.4
27.0#28#Katharina Gruber#Austria#3:22#13:48.1#26#17:10.1#+3:27.2
28.0#32#Joanna Kil#Poland#4:03#13:16.2#13#17:19.2#+3:36.3
29.0#33#Daniela Dejori#Italy#4:04#13:19.9#16#17:23.9#+3:41.0
30.0#29#Sana Azegami#Japan#3:37#14:04.2#29#17:41.2#+3:58.3
31.0#15#Karina Kozlova#Ukraine#1:58#16:07.5#37#18:05.5#+4:22.6
32.0#35#Kai McKinnon#United States#4:56#13:16.7#14#18:12.7#+4:29.8
33.0#31#Anna Senoner#Italy#3:56#14:26.3#35#18:22.3#+4:39.4
34.0#34#Haley Brabec#United States#4:36#14:03.9#28#18:39.9#+4:57.0
35.0#36#Greta Pinzani#Italy#5:01#13:54.8#27#18:55.8#+5:12.9
36.0#37#Tereza Koldovská#Czech Republic#5:18#14:06.6#30#19:24.6#+5:41.7
