award#category#nominee(s)
11th Feroz Awards#Best Actor in a Film#Enric Auquer
11th Feroz Awards#Best Supporting Actress in a Film#Luisa Gavasa
16th Gaudí Awards#Best Non-Catalan Language Film#Best Non-Catalan Language Film
16th Gaudí Awards#Best Adapted Screenplay#Albert Val
16th Gaudí Awards#Best Actor#Enric Auquer
16th Gaudí Awards#Best Art Direction#Josep Rosell
16th Gaudí Awards#Best Costume Design#Maria Armengol
16th Gaudí Awards#Best Makeup and Hairstyles#Patricia Reyes
38th Goya Awards#Best Adapted Screenplay#Albert Val
38th Goya Awards#Best Actor#Enric Auquer
38th Goya Awards#Best Supporting Actress#Luisa Gavasa
38th Goya Awards#Best Original Score#Natasha Arizu
38th Goya Awards#Best Costume Design#Maria Armengol
