,csv_ids,domain,label,prediction,TAPEX,TAPAS
0,2-1458666-4.html.csv,sport,aggregation,The United States has accumulated the highest total wins with 32 in World Golf Championships.,1,1
1,2-1458666-4.html.csv,sport,comparative,"England's individual wins are higher than its team wins, unlike South Africa which has more team wins.",1,1
2,2-1458666-4.html.csv,sport,count,There are 12 different individuals from the United States who have won in World Golf Championships.,1,1
3,2-1458666-4.html.csv,sport,unique,Japan and Wales are unique in that they each have one team win but no individual winners.,1,0
4,2-1458666-4.html.csv,sport,superlative,"The United States has the highest number of individual winners with 12, far more than any other nation.",1,1
5,2-17814838-6.html.csv,sport,superlative,"Manchester United vs Tottenham Hotspur had the highest attendance of 75,014 in this round of the FA Cup.",1,1
6,2-17814838-6.html.csv,sport,unique,West Ham United is the only team that won their match without a replay and by more than one goal.,0,1
7,2-17814838-6.html.csv,sport,comparative,"The attendance for the replay between Blackburn Rovers and Sunderland (10,112) was lower than the initial match's attendance (22,634).",1,1
8,2-17814838-6.html.csv,sport,aggregation,The total number of goals scored in all matches involving a replay was 28.,1,1
9,2-17814838-6.html.csv,sport,simple,Hull City won their match against Millwall with a score of 2-0.,1,1
10,2-170969-2.html.csv,mix,superlative,"Saint James has the largest area among all parishes in Charlotte County, New Brunswick, covering 555.99 square kilometers.",1,1
11,2-170969-2.html.csv,mix,aggregation,"The total population of all parishes in Charlotte County, New Brunswick is 12,684.",1,1
12,2-170969-2.html.csv,mix,unique,There are two parishes with a population of 824 people: Lepreau and West Isles.,1,1
13,2-170969-2.html.csv,mix,comparative,Saint George has a higher population than Pennfield by 154 people.,1,1
14,2-170969-2.html.csv,mix,ordinal,"Saint David is the third parish in Charlotte County, New Brunswick with the highest census ranking at 1592 out of 5008.",0,0
15,2-14255774-8.html.csv,sport,aggregation,"The average attendance for the September games was approximately 35,641 people.",1,1
16,2-14255774-8.html.csv,sport,superlative,"The game with the highest attendance was on September 28 against the Rockies, with 35,908 spectators.",0,1
