,csv_ids,domain,label,prediction,TAPEX,TAPAS
0,Q126737334_2991.csv,sport ,simple,Neilson Powless finished first in the race.,1,1
1,Q126737334_2991.csv,sport ,count,There are 5 Belgian riders among the top 10 finishers.,1,1
2,Q126737334_2991.csv,sport ,comparative,Wout van Aert finished with a smaller time difference than Mads Pedersen.,1,1
3,Q126737334_2991.csv,sport ,superlative,Tiesj Benoot is the highest-ranked Belgian rider in third place.,1,1
4,Q126737334_2991.csv,sport ,all,All of the top 3 finishers are from either the USA or Belgium.,1,1
5,Q126737333_2461.csv,sport ,superlative,The highest ranked rider is Mads Pedersen who came in first place.,1,1
6,Q126737333_2461.csv,sport ,count,There are two Italian riders in the top 10 (Jonathan Milan and Davide Ballerini).,1,1
7,Q126737333_2461.csv,sport ,comparative,"Belgium has more top-10 riders than Italy, with four compared to two.",1,0
8,Q126737333_2461.csv,sport ,ordinal,The first Belgian rider to finish is Tim Merlier who came in second place.,1,1
9,Q126737333_2461.csv,sport ,unique,There are six distinct nationalities among the top 10 riders.,1,1
10,Q131784819_2931.csv,sport ,simple,Lotte Claes finished first in the race.,1,1
11,Q131784819_2931.csv,sport ,count,There are four riders from the Netherlands who finished in the top ten.,1,1
12,Q131784819_2931.csv,sport ,superlative,Lotte Claes achieved the fastest time in the race.,1,1
13,Q131784819_2931.csv,sport ,comparative,Demi Vollering finished higher than Puck Pieterse in the race.,1,1
14,Q131784819_2931.csv,sport ,unique,There are five different countries represented by the riders in the top ten.,1,1
15,Q126737327_2272.csv,sport ,superlative,Mathieu van der Poel achieved the highest rank in the Milano-Sanremo race.,1,1
16,Q126737327_2272.csv,sport ,comparative,Filippo Ganna finished with a time difference that is less than 43 seconds compared to Michael Matthews.,1,1
17,Q126737327_2272.csv,sport ,count,There are three riders from Australia who finished in the top ten positions.,1,1
18,Q126737327_2272.csv,sport ,unique,There are two different teams that have more than one rider in the top ten positions.,0,1
19,Q126737327_2272.csv,sport ,simple,Mads Pedersen is a rider from Denmark who finished seventh in the race.,1,1
20,Q131707913_2270.csv,sport ,aggregation,The average duration of all matches was 13 minutes and 25 seconds.,1,1
21,Q131707913_2270.csv,sport ,superlative,"The fatal four-way match for the NXT Women's Championship between Giulia and others was the longest, lasting 18 minutes and 31 seconds.",1,1
22,Q131707913_2270.csv,sport ,count,"There were 4 different types of matches at the event: singles, tag team, strap match, triple threat, and fatal four-way.",1,1
23,Q131707913_2270.csv,sport ,negation,Not all champion(s) heading into the match won their matches (Oba Femi won but Stephanie Vaquer lost).,0,0
24,Q131707913_2270.csv,sport ,comparative,The strap match between Eddy Thorpe and Trick Williams lasted longer than the average singles match duration.,0,0
25,Q131784826_2985.csv,sport ,superlative,Pauline Ferrand-Prévot achieved the highest rank in the 2025 Paris–Roubaix Femmes.,1,1
26,Q131784826_2985.csv,sport ,count,"There are three Italian riders in the top 10 of the 2025 Paris–Roubaix Femmes: Letizia Borghesi, Maria Giulia Confalonieri, and Elisa Balsamo.",1,1
27,Q131784826_2985.csv,sport ,comparative,Elise Chabbey finished with a time 4 seconds slower than Alison Jackson in the 2025 Paris–Roubaix Femmes.,1,1
28,Q131784826_2985.csv,sport ,unique,"There are six different nationalities represented by the top 10 riders in the 2025 Paris–Roubaix Femmes: French, Italian, Dutch, Canadian, Swiss, and American.",1,1
29,Q131784826_2985.csv,sport ,simple,"Marianne Vos, who finished fourth in the 2025 Paris–Roubaix Femmes, is from the same team as the winner, Visma–Lease a Bike.",1,1
30,Q132891211_2998.csv,sport ,simple,Denny Hamlin achieved the highest points in the race with 48.,1,1
31,Q132891211_2998.csv,sport ,comparative,William Byron scored more points than Christopher Bell despite starting from pole position.,1,1
32,Q132891211_2998.csv,sport ,aggregation,"The total points distributed among all drivers were 387, which is the sum of the 'points' column.",1,1
33,Q132891211_2998.csv,sport ,unique,There are 12 different manufacturers represented by drivers in this race.,1,1
34,Q132891211_2998.csv,sport ,negation,No driver completed more than 297 laps in this race.,1,1
35,Q131784824_2299.csv,sport ,simple,Lorena Wiebes (NED) is ranked first in the event.,1,1
36,Q131784824_2299.csv,sport ,count,There are two Italian riders in the top 10 rankings.,1,1
37,Q131784824_2299.csv,sport ,superlative,Team SD Worx–Protime has the highest-ranked rider with Lorena Wiebes at position one.,1,1
38,Q131784824_2299.csv,sport ,comparative,Lorena Wiebes is ranked higher than Elisa Balsamo in this event.,1,1
39,Q131784824_2299.csv,sport ,ordinal,"The second-ranked rider, Elisa Balsamo, is from Italy.",1,1
40,Q132343433_2784.csv,sport ,superlative,"Juan Ayuso achieved the fastest time in the race with a time of 4h 46' 36"".",1,1
41,Q132343433_2784.csv,sport ,comparative,Magnus Sheffield finished 10 seconds slower than Giovanni Carboni.,1,1
42,Q132343433_2784.csv,sport ,count,There are two riders from the United States in the top 10: Neilson Powless and Magnus Sheffield.,1,1
43,Q132343433_2784.csv,sport ,unique,All of the top four riders finished with the same time as Juan Ayuso.,0,0
44,Q132343433_2784.csv,sport ,simple,Louis Barré rides for Intermarché–Wanty and finished in 8th place.,1,1
45,Q130318349_2148.csv,sport ,superlative,Kazakhstan has the most bronze medals with a total of 6.,0,1
46,Q130318349_2148.csv,sport ,aggregation,The total number of gold medals awarded across all nations is 14.,1,1
47,Q130318349_2148.csv,sport ,negation,Kazakhstan did not win any gold medals despite having the most bronze medals.,1,1
48,Q130318349_2148.csv,sport ,comparative,"Japan has more silver medals than France, with 4 compared to France's 1.",1,1
49,Q130318349_2148.csv,sport ,simple,The International Judo Federation (IJF) leads the table with a total of 5 medals including 3 golds and 2 silvers.,1,1
50,Q131784822_2199.csv,sport ,superlative,FDJ–Suez has the most riders in the top 10 with three entries.,1,1
51,Q131784822_2199.csv,sport ,count,There are four Dutch riders in the top 10 rankings.,1,1
52,Q131784822_2199.csv,sport ,comparative,FDJ–Suez has more riders in the top 10 than Team SD Worx–Protime (3 vs. 2).,1,1
53,Q131784822_2199.csv,sport ,ordinal,Team SD Worx–Protime is the first team to appear twice in the rankings.,1,1
54,Q131784822_2199.csv,sport ,unique,There are seven different nationalities represented among the top 10 riders.,1,1
55,Q131784821_2861.csv,sport ,superlative,Elisa Balsamo (ITA) achieved the highest rank of 1.,1,1
56,Q131784821_2861.csv,sport ,count,There are 2 riders from Italy in the top 10 rankings.,0,1
57,Q131784821_2861.csv,sport ,ordinal,Kimberley Le Court (MUS) is the ninth rider to finish in this race.,1,1
58,Q131784821_2861.csv,sport ,unique,There are 6 different nationalities represented among the top 10 riders.,1,1
59,Q131784821_2861.csv,sport ,simple,Elisa Longo Borghini (ITA) finished in rank 10 and rides for UAE Team Emirates XRG.,1,1
60,Q131925634_2836.csv,sport ,superlative,"Bastien Tronchon achieved the best time in the '2025 Tro Bro Leon' with 4h 43' 14""",1,1
61,Q131925634_2836.csv,sport ,count,There are 5 riders from France among the top 10 positions.,1,1
62,Q131925634_2836.csv,sport ,comparative,Bastien Tronchon was faster than Fredrik Dversnes by 32 seconds.,1,1
63,Q131925634_2836.csv,sport ,unique,There are 5 different nationalities represented in the top 10 riders.,1,0
64,Q131925634_2836.csv,sport ,simple,Bastien Tronchon rides for Decathlon–AG2R La Mondiale.,1,1
65,Q134348075_3002.csv,sport ,superlative,Kenny Bednarek achieves the highest points in the '2025 Miami Slam' with 12 points.,1,1
66,Q134348075_3002.csv,sport ,comparative,"Zharnel Hughes has a higher score than Oblique Seville, as indicated by their points of 8 and 6 respectively.",1,1
67,Q134348075_3002.csv,sport ,count,There are two athletes from the United States in the table: Kenny Bednarek and Brandon Hicklin.,1,1
68,Q134348075_3002.csv,sport ,unique,"There are five different nations represented in the '2025 Miami Slam': United States, Great Britain, Jamaica, Canada, and South Africa.",1,1
69,Q134348075_3002.csv,sport ,simple,Jerome Blake is a Canadian athlete who achieved 3 points in the '2025 Miami Slam' with a time of 20.40.,1,1
70,Q133804597_2077.csv,sport ,count,There are three athletes from the United States in the top eight places.,1,1
71,Q133804597_2077.csv,sport ,superlative,Kenny Bednarek achieved the highest score of 12 points.,1,1
72,Q133804597_2077.csv,sport ,comparative,Zharnel Hughes finished ahead of Fred Kerley by 0.02 seconds.,1,1
73,Q133804597_2077.csv,sport ,unique,There are five different nations represented in the top eight places.,1,0
74,Q133804597_2077.csv,sport ,ordinal,"The first athlete from Jamaica to finish is Oblique Seville, who placed fifth.",1,1
75,Q133202803_2126.csv,sport ,superlative,Johannes Høsflot Klæbo achieved the best time with a deficit of 0.00 seconds.,1,1
76,Q133202803_2126.csv,sport ,count,There are 5 athletes from Norway in the top 30.,1,1
77,Q133202803_2126.csv,sport ,comparative,William Poromaa finished before Simen Hegstad Krüger as evidenced by their respective ranks and deficits.,1,1
78,Q133202803_2126.csv,sport ,ordinal,The first athlete from Great Britain to finish was Andrew Musgrave at rank 6.,1,1
79,Q133202803_2126.csv,sport ,unique,"Estonia is represented by only one athlete, Alvar Johannes Alev, in the top 30.",1,1
80,Q132901605_2508.csv,sport ,superlative,The highest score in the competition is 140.8 points by Johann André Forfang.,1,1
81,Q132901605_2508.csv,sport ,count,There are at least two German skiers in the top five ranks (ranks 2 and 5).,1,1
82,Q132901605_2508.csv,sport ,comparative,Daniel Tschofenig has more points than Killian Peier (134.2 > 131.9).,1,1
83,Q132901605_2508.csv,sport ,simple,The highest-ranked skier is from Norway.,1,1
84,Q132901605_2508.csv,sport ,unique,The score of 140.8 points is achieved by only one competitor in the table shown.,1,1
85,Q133097637_2215.csv,sport ,count,Ukraine has four athletes ranked in the top ten.,1,1
86,Q133097637_2215.csv,sport ,superlative,Cristian Westemaier from Brazil achieved the fastest time with a record of 2:42.06.,1,1
87,Q133097637_2215.csv,sport ,comparative,"The difference in time between the first and last finisher is over one minute, specifically 1:35.11.",0,0
88,Q133097637_2215.csv,sport ,simple,Yuriy Berezin from Kazakhstan did not finish the race.,1,1
89,Q133097637_2215.csv,sport ,unique,There are no two athletes with the same bib number in this table.,1,1
90,Q132990624_2683.csv,sport ,superlative,Greta Pinzani had the highest deficit of +5:12.9.,0,0
91,Q132990624_2683.csv,sport ,count,Norway is represented by 5 athletes in this dataset.,1,1
92,Q132990624_2683.csv,sport ,comparative,Germany’s top-ranked athlete finished with a higher rank (worse position) than Norway’s top-ranked athlete.,1,1
93,Q132990624_2683.csv,sport ,unique,All cross-country ranks are unique among the listed athletes.,0,1
94,Q132990624_2683.csv,sport ,simple,"Gyda Westvold Hansen did not record a deficit, finishing in 13:42.9.",1,1
95,Q132863254_2586.csv,sport ,count,There are 4 athletes from Sweden in the table.,1,1
96,Q132863254_2586.csv,sport ,comparative,Frida Karlsson finished faster than Heidi Weng by 0.5 seconds.,1,1
97,Q132863254_2586.csv,sport ,unique,"Andorra is represented by only one athlete, Gina del Rio, in this table snippet.",1,1
98,Q132863254_2586.csv,sport ,ordinal,The first German athlete by rank in the table is Helen Hoffmann at rank 12.,1,1
99,Q132863254_2586.csv,sport ,superlative,Shiori Yokohama from Japan has the highest deficit of +6:47.2 in the table.,0,0
100,Q133163768_2471.csv,sport ,simple,Germany's team has a deficit of 0:02.,1,1
101,Q133163768_2471.csv,sport ,ordinal,Austria is the first-ranked team in the competition with no deficit.,1,0
102,Q133163768_2471.csv,sport ,comparative,Norway has a larger deficit (1:42) compared to Germany (0:02).,1,1
103,Q133163768_2471.csv,sport ,superlative,"Austria's team achieved the fastest overall time of 50:44.5, leading them to rank first.",1,0
104,Q133163768_2471.csv,sport ,count,There are nine countries participating in the FIS Nordic World Ski Championships 2025 – Team large hill/4 × 5 km event as listed in the table.,1,1
105,Q132977974_2322.csv,sport ,superlative,Jens Lurås Oftebro achieved the best cross-country rank of 1.,1,1
106,Q132977974_2322.csv,sport ,aggregation,The average deficit for athletes with reported deficits is approximately +20.5 seconds.,1,1
107,Q132977974_2322.csv,sport ,negation,"Jarl Magnus Riiber did not have any deficit, unlike all other athletes who had positive deficits.",1,1
108,Q132977974_2322.csv,sport ,comparative,Norway's Jens Lurås Oftebro had a better cross-country rank (1) than Norway's Jørgen Gråbak (11).,1,1
109,Q132977974_2322.csv,sport ,unique,There are 12 different countries represented by the athletes in the table.,1,1
110,Q127500786_2649.csv,sport ,superlative,Canada achieved the highest number of points with a total of 12.,1,1
111,Q127500786_2649.csv,sport ,comparative,The United States scored more goals than Slovakia in the tournament.,1,1
112,Q127500786_2649.csv,sport ,unique,Latvia is the only team in group A with negative goal difference.,1,1
113,Q127500786_2649.csv,sport ,count,There are 2 teams from group B that have a positive goal difference.,1,1
114,Q127500786_2649.csv,sport ,simple,Germany has a total of 16 goals for in the tournament.,1,1
115,Q133099581_2313.csv,sport ,superlative,Carina Edlinger achieved the fastest time of 3:51.43 in the women's para cross-country sprint.,1,1
116,Q133099581_2313.csv,sport ,count,There are two athletes from Ukraine participating in the FIS Nordic World Ski Championships 2025 women's para cross-country sprint.,1,1
117,Q133099581_2313.csv,sport ,comparative,"Simona Bubeníčková finished 8.90 seconds slower than Carina Edlinger, who won the gold medal.",1,1
