,csv_ids,domain,label,prediction,TAPEX,TAPAS
0,Q10872948_47.csv,mix ,count,"There are 8 different types of awards under 'Wartime honorary titles, and model unit honors'.",0,1
1,Q10872948_47.csv,mix ,simple,The Order of the Red Banner and Order of the Red Star both have comments stating they are top wartime honors.,1,1
2,Q10872948_47.csv,mix ,ordinal,"The first class combat hero is ranked higher than the second class combat hero under 'Wartime honorary titles, and model unit honors'.",1,1
3,Q10872948_47.csv,mix ,all,All entries in the table have '2023－' as their times_awarded value.,1,1
4,Q10872948_47.csv,mix ,unique,There are 5 different types of peacetime merit awards with individual and collective distinctions.,1,1
5,Q18225599_77.csv,mix ,unique,There are multiple members who belonged to more than one parliamentary group during their term.,0,1
6,Q18225599_77.csv,mix ,count,Jacques Aarden served in two different parliamentary groups between 1967 and 1971.,1,0
7,Q18225599_77.csv,mix ,simple,Johan van de Brake was a member of both the BP and Group-Harmsen parliamentary groups during his term.,1,1
8,Q18225599_77.csv,mix ,count,There are at least two instances where a single member is associated with multiple parliamentary groups.,1,1
9,Q18225599_77.csv,mix ,simple,Isaäc Diepenhorst switched from ARP to CHU in 1971.,1,1
10,Q15118566_61.csv,mix ,simple,Juan Francisco Velarde Vaca was designated as an ambassador of Bolivia to the United States in 1889.,0,1
11,Q15118566_61.csv,mix ,count,There are 6 instances where relations between Bolivia and the United States were severed.,0,1
12,Q15118566_61.csv,mix ,superlative,"Víctor Andrade Uzquiano served as ambassador under the most presidents, representing three different administrations.",1,0
13,Q15118566_61.csv,mix ,ordinal,"The first ambassador listed in the table is Juan Francisco Velarde Vaca, designated in 1889.",1,1
14,Q15118566_61.csv,mix ,unique,"There are multiple ambassadors with the same last name Guachalla, indicating a possible family connection or coincidence.",1,1
15,Q9149650_55.csv,mix ,simple,"Alois Kübeck von Kübau served as Ambassador of Austria to Italy from December 16, 1866, until December 20, 1871.",1,1
16,Q9149650_55.csv,mix ,count,There are two instances where Felix von Wimpffen served as Ambassador of Austria to Italy during the late 19th century.,1,0
17,Q9149650_55.csv,mix ,ordinal,"Heinrich Karl von Haymerle was the first ambassador appointed after the reconstitution of Austria-Hungary in 1867, serving from January 14, 1877.",1,1
18,Q9149650_55.csv,mix ,unique,There are multiple distinct periods where diplomatic relations between Austria and Italy were interrupted due to significant historical events like World War I and the Anschluss.,1,0
19,Q9149650_55.csv,mix ,all,"All ambassadors appointed by Franz Joseph I served terms that ended before 1915, aligning with the end of his reign and the onset of World War I.",0,1
20,Q11662201_59.csv,mix ,ordinal,Masaomi Kitadai was reelected as governor on 17 August 1876.,1,1
21,Q11662201_59.csv,mix ,superlative,"Kumamoto Prefecture is the most common residence among Aomori governors, with multiple individuals hailing from there.",0,1
22,Q11662201_59.csv,mix ,count,There are a total of 5 governors who served terms starting in November across different years.,1,1
23,Q11662201_59.csv,mix ,simple,Nabeshima Miki is the only governor listed without an alternate name in brackets following his name.,1,1
24,Q11662201_59.csv,mix ,unique,"Each governor has a unique combination of term_start and residence, indicating no two governors share both attributes simultaneously.",1,1
