,csv_ids,domain,label,prediction,TAPEX,TAPAS
0,Q126737334_2991.csv,sport ,superlative,Wout van Aert achieved the best time in the race.,0,1
1,Q126737334_2991.csv,sport ,count,There are 3 riders from Belgium who finished within the top ten.,1,1
2,Q126737334_2991.csv,sport ,negation,Neilson Powless did not finish with a time difference of +0 seconds.,1,1
3,Q126737334_2991.csv,sport ,comparative,Tiesj Benoot has the same finishing time as Wout van Aert.,0,0
4,Q126737334_2991.csv,sport ,unique,There are 5 different nations represented among the top ten riders.,1,1
5,Q126737333_2461.csv,sport ,superlative,Mads Pedersen achieved the highest rank in the 2025 Gent-Wevelgem in Flanders Fields.,1,1
6,Q126737333_2461.csv,sport ,count,There are three riders from Italy participating in the 2025 Gent-Wevelgem in Flanders Fields.,1,1
7,Q126737333_2461.csv,sport ,simple,"Jordi Meeus, a rider from Belgium, is ranked ninth in the 2025 Gent-Wevelgem in Flanders Fields.",1,1
8,Q126737333_2461.csv,sport ,ordinal,Tim Merlier is the second highest-ranked rider in the 2025 Gent-Wevelgem in Flanders Fields.,0,0
9,Q126737333_2461.csv,sport ,unique,There are five different teams represented by the top ten riders in the 2025 Gent-Wevelgem in Flanders Fields.,1,1
10,Q131784819_2931.csv,sport ,superlative,Lotte Claes achieved the fastest time in the race.,1,1
11,Q131784819_2931.csv,sport ,aggregation,The average time difference from the leader is 3 minutes and 25.4 seconds.,1,1
12,Q131784819_2931.csv,sport ,count,There are five riders from the Netherlands in the top ten.,1,1
13,Q131784819_2931.csv,sport ,comparative,Demi Vollering finished ahead of Puck Pieterse by the same time difference as Aurela Nerlo to Lotte Claes,0,1
14,Q131784819_2931.csv,sport ,unique,There are five different nationalities represented in the top ten riders.,1,1
15,Q126737327_2272.csv,sport ,superlative,Mathieu van der Poel achieved the fastest time in the 2025 Milano-Sanremo race.,1,1
16,Q126737327_2272.csv,sport ,comparative,Michael Matthews finished four places ahead of Olav Kooij.,1,1
17,Q126737327_2272.csv,sport ,count,There are three riders from Australia in the top 10 rankings.,1,1
18,Q126737327_2272.csv,sport ,ordinal,"Filippo Ganna is the second-place rider in the race, with a time of 6h 22' 53",1,1
19,Q126737327_2272.csv,sport ,simple,Tadej Pogačar finished third in the race.,1,1
20,Q131707913_2270.csv,sport ,superlative,"The Fatal four-way match for the NXT Women's Championship was the longest match, lasting 18:31.",1,1
21,Q131707913_2270.csv,sport ,simple,Stephanie Vaquer defeated Fallon Henley to win the NXT Women's North American Championship in a singles match.,1,1
22,Q131707913_2270.csv,sport ,ordinal,The first match of the event was Stephanie Vaquer defeating Fallon Henley for the NXT Women's North American Championship.,1,1
23,Q131707913_2270.csv,sport ,count,There were 2 championship matches involving women during NXT Vengeance Day,1,1
24,Q131707913_2270.csv,sport ,comparative,The match between Nathan Frazer and Axiom vs. Josh Briggs and Yoshiki Inamura was shorter than the strpa match between Eddy Thorpe and Trick Williams.,1,0
25,Q131784826_2985.csv,sport ,superlative,Pauline Ferrand-Prévot achieved the fastest time in the 2025 Paris–Roubaix Femmes race.,1,1
26,Q131784826_2985.csv,sport ,count,There are two riders from Italy who finished in the top 10.,1,1
27,Q131784826_2985.csv,sport ,comparative,Letizia Borghesi finished ahead of Lorena Wiebes by 3 seconds.,1,1
28,Q131784826_2985.csv,sport ,unique,There are riders from five different nations in the top 10 rankings.,1,1
29,Q131784826_2985.csv,sport ,simple,"Marianne Vos finished fourth, 1 minute and 1 second behind the winner.",1,1
30,Q132891211_2998.csv,sport ,superlative,William Byron achieved the highest points total of 56.,1,1
31,Q132891211_2998.csv,sport ,aggregation,The average number of laps completed by all drivers is approximately 293.74.,1,1
32,Q132891211_2998.csv,sport ,comparative,Team Penske accumulated more total points (105) than Hendrick Motorsports (86).,0,1
33,Q132891211_2998.csv,sport ,count,There are 13 drivers representing Toyota in the race.,1,1
34,Q132891211_2998.csv,sport ,negation,"Despite starting from grid position 2, Ryan Preece did not finish with a points total higher than 20, securing only 19 points.",1,1
35,Q131784824_2299.csv,sport ,superlative,Lorena Wiebes achieved the highest rank in the 2025 Women's Gent–Wevelgem.,1,1
36,Q131784824_2299.csv,sport ,count,There are three riders from the Netherlands in the top ten rankings.,1,1
37,Q131784824_2299.csv,sport ,comparative,Elisa Balsamo ranked higher than Charlotte Kool.,1,1
38,Q131784824_2299.csv,sport ,ordinal,Chiara Consonni is the fifth-ranked rider in the 2025 Women's Gent–Wevelgem.,1,1
39,Q131784824_2299.csv,sport ,unique,There are riders from five different countries in the top ten rankings.,1,1
40,Q132343433_2784.csv,sport ,superlative,Juan Ayuso (ESP) achieved the fastest time in the 2025 Trofeo Laigueglia.,1,1
41,Q132343433_2784.csv,sport ,count,There are three riders from Italy in the top ten rankings of the 2025 Trofeo Laigueglia.,1,1
42,Q132343433_2784.csv,sport ,comparative,Giovanni Carboni (ITA) finished ahead of Magnus Sheffield (USA).,1,1
43,Q132343433_2784.csv,sport ,unique,There are no two different riders from the USA in top ten rankings.,0,1
44,Q132343433_2784.csv,sport ,ordinal,Christian Scaroni (ITA) is the second-placed rider in the 2025 Trofeo Laigueglia.,1,1
45,Q130318349_2148.csv,sport ,superlative,Japan has the highest total medal count with 7 medals.,1,1
46,Q130318349_2148.csv,sport ,aggregation,The total number of medals awarded across all nations is 56.,1,1
47,Q130318349_2148.csv,sport ,comparative,"South Korea and China have the same total medal count of 3, but South Korea has more gold medals.",1,1
48,Q130318349_2148.csv,sport ,count,There are four nations with exactly one bronze medal each.,1,1
49,Q130318349_2148.csv,sport ,simple,"France achieved a total of 4 medals, including 2 gold and 1 silver.",1,1
50,Q131784822_2199.csv,sport ,superlative,"Lorena Wiebes achieved the highest ranking, coming in first place.",1,1
51,Q131784822_2199.csv,sport ,count,There are 4 riders from the Netherlands in the top 10.,1,1
52,Q131784822_2199.csv,sport ,unique,Team FDJ–Suez has three different riders in the top 10.,1,1
53,Q131784822_2199.csv,sport ,comparative,Team SD Worx-Protime has more riders in the top 10 than Visma-Lease a Bike.,1,0
54,Q131784822_2199.csv,sport ,simple,"Kimberley Le Court, ranked fifth, is from team FDJ–Suez.",1,1
55,Q131784821_2861.csv,sport ,superlative,Elisa Balsamo achieved the highest rank in the 2025 Trofeo Alfredo Binda-Comune di Cittiglio.,1,1
56,Q131784821_2861.csv,sport ,count,There are three riders from Italy in the top ten rankings.,1,1
57,Q131784821_2861.csv,sport ,comparative,Blanka Vas secured a higher rank than Cat Ferguson.,1,0
58,Q131784821_2861.csv,sport ,unique,Riders from five different countries are present in the top ten rankings.,1,1
59,Q131784821_2861.csv,sport ,ordinal,Letizia Paternoster is the fifth-ranked rider in the 2025 Trofeo Alfredo Binda-Comune di Cittiglio.,1,1
60,Q131925634_2836.csv,sport ,superlative,Bastien Tronchon achieved the fastest time in the 2025 Tro Bro Leon.,1,1
61,Q131925634_2836.csv,sport ,count,There are three riders from France in the top ten rankings of the 2025 Tro Bro Leon.,1,0
62,Q131925634_2836.csv,sport ,comparative,Fredrik Dversnes finished ahead of Cees Bol by 6 seconds in the 2025 Tro Bro Leon.,1,1
63,Q131925634_2836.csv,sport ,ordinal,Pierre Gautherat is ranked second in the 2025 Tro Bro Leon.,1,1
64,Q131925634_2836.csv,sport ,simple,"Fred Wright finished in eighth place with a time of 4 hours, 43 minutes, and 52 seconds.",1,1
65,Q134348075_3002.csv,sport ,superlative,Kenny Bednarek achieved the highest score of 12 points in the 2025 Miami Slam.,0,1
66,Q134348075_3002.csv,sport ,count,There are two athletes from Canada in the top eight rankings: Andre De Grasse and Jerome Blake,1,1
67,Q134348075_3002.csv,sport ,comparative,Kenny Bednarek has a faster time than Zharnel Hughes.,1,1
68,Q134348075_3002.csv,sport ,ordinal,The fourth place is secured by Andre De Grasse from Canada with 5 points.,1,1
69,Q134348075_3002.csv,sport ,simple,Oblique Seville achieved a personal best time of 20.13 seconds.,1,1
70,Q133804597_2077.csv,sport ,superlative,"Kenny Bednarek from the United States achieved the fastest time of 20.07 seconds, setting a new championship record.",1,1
