lieu#km_de_l'arrivée#type
Doorn#1125#Secteur pavé
Edelareberg#1029#Mont
Wolvenberg#991#Mont
Holleweg#990#Secteur pavé
Karel Martelstraat#979#Secteur pavé
Jagerij#951#Secteur pavé
Molenberg#892#Mont pavé
Paddestraat#843#Secteur pavé
Berendries#697#Mont
Valkenberg#643#Mont
Eikenberg#517#Mont pavé
Koppenberg#445#Mont pavé
Mariaborrestraat#405#Secteur pavé
Steenbeekdries#391#Mont pavé
Stationsberg#386#Secteur pavé
Taaienberg#367#Mont pavé
Kruisberg#264#Mont pavé
Vieux Quaremont#166#Mont pavé
Paterberg#131#Mont pavé
