rang#joueur#points_totaux#résultat#résultat.1
1#Judd Trump#949 200#Demi-finales#éliminé par Stuart Bingham
2#Kyren Wilson#517 800#8es de finale#éliminé par John Higgins
3#Xiao Guodong#281 500#Quarts de finale#éliminé par Neil Robertson
4#Mark Selby#260 000#Quarts de finale#éliminé par Stuart Bingham
5#Mark Williams#255 600#16es de finale#éliminé par Stuart Bingham
6#Neil Robertson#227 050#Vainqueur#face à Stuart Bingham
7#Barry Hawkins#224 550#8es de finale#éliminé par Shaun Murphy
8#Ding Junhui#211 000#16es de finale#éliminé par Xu Si
9#Si Jiahui#209 200#16es de finale#éliminé par Hossein Vafaei
10#Shaun Murphy#200 900#Demi-finales#éliminé par Neil Robertson
11#Chris Wakelin#184 400#16es de finale#éliminé par David Gilbert
12#Wu Yize#181 600#8es de finale#éliminé par Stuart Bingham
13#Mark Allen#148 400#16es de finale#éliminé par Jimmy Robertson
14#Lei Peifan#141 000#8es de finale#éliminé par Xiao Guodong
15#John Higgins#138 750#Quarts de finale#éliminé par Shaun Murphy
16#Jack Lisowski#121 600#8es de finale#Retiré
17#Zhang Anda#117 550#16es de finale#éliminé par Jack Lisowski
18#Ali Carter#110 800#16es de finale#éliminé par John Higgins
19#Elliot Slessor#107 250#16es de finale#éliminé par Lei Peifan
20#Jimmy Robertson#102 600#8es de finale#éliminé par Mark Selby
21#Pang Junxu#102 400#16es de finale#éliminé par Wu Yize
22#David Gilbert#97 150#8es de finale#éliminé par Neil Robertson
23#Stephen Maguire#95 750#Retiré#Retiré
24#Ronnie O'Sullivan#94 500#Retiré#Retiré
25#Xu Si#92 050#8es de finale#éliminé par Hossein Vafaei
26#Tom Ford#91 950#16es de finale#éliminé par Barry Hawkins
27#Yuan Sijun#91 600#16es de finale#éliminé par Neil Robertson
28#Stuart Bingham#89 400#Finale#éliminé par Neil Robertson
29#Jackson Page#89 300#16es de finale#éliminé par Mark Selby
30#Jak Jones#75 300#16es de finale#éliminé par Xiao Guodong
31#Matthew Selt#73 250#16es de finale#éliminé par Kyren Wilson
32#Gary Wilson#72 400#16es de finale#éliminé par Judd Trump
33#Hossein Vafaei#69 800#Quarts de finale#éliminé par Judd Trump
34#Ben Woollaston#67 900#16es de finale#éliminé par Shaun Murphy
