rang#nom#pays#points#programme_court#programme_court.1#programme_libre#programme_libre.1
1#Ilia Malinin#États-Unis#318.56#1#110.41#1#208.15
2#Mikhail Shaidorov#Kazakhstan#287.47#3#94.77#2#192.70
3#Yuma Kagiyama#Japon#278.19#2#107.09#10#171.10
4#Adam Siao Him Fa#France#275.48#9#87.22#3#188.26
5#Kevin Aymoz#France#272.52#4#93.63#7#178.89
6#Shun Sato#Japon#270.56#5#91.26#6#179.30
7#Cha Jun-hwan#Corée du Sud#265.74#10#86.41#5#179.33
8#Jason Brown#États-Unis#265.40#12#84.72#4#180.68
9#Nika Egadze#Géorgie#263.03#6#90.39#8#172.64
10#Nikolaj Memola#Italie#255.13#7#87.89#11#167.24
11#Deniss Vasiļjevs#Lettonie#252.26#16#79.99#9#172.27
12#Lukas Britschgi#Suisse#244.19#11#85.83#14#158.36
13#Daniel Grassl#Italie#242.31#14#80.47#12#161.84
14#Roman Sadovsky#Canada#240.38#15#80.25#13#160.13
15#Vladimir Litvintsev#Azerbaïdjan#233.31#13#83.10#17#150.21
16#Adam Hagara#Slovaquie#232.62#18#78.33#15#154.29
17#Andreas Nordebäck#Suède#229.85#17#79.03#16#150.82
18#Daiwei Dai#Chine#221.20#21#75.02#18#146.18
19#Mihhail Selevko#Estonie#218.02#19#77.50#21#140.52
20#Tomas-Llorenc Guarino Sabaté#Espagne#217.48#22#74.89#20#142.59
21#Tatsuya Tsuboi#Japon#216.26#24#73.00#19#143.26
22#Andrew Torgashev#États-Unis#212.79#8#87.27#23#125.52
23#Vladimir Samoilov#Pologne#211.68#20#75.73#22#135.95
24#Fedir Kulish#Lettonie#198.33#23#73.25#24#125.08
Patineurs éliminés après le programme court#Patineurs éliminés après le programme court#Patineurs éliminés après le programme court#Patineurs éliminés après le programme court#Patineurs éliminés après le programme court#Patineurs éliminés après le programme court#Patineurs éliminés après le programme court#Patineurs éliminés après le programme court
25#Lev Vinokur#Israël#<NA>#25#72.84#NC#NC
26#Kim Hyun-gyeom#Corée du Sud#<NA>#26#72.82#NC#NC
27#Donovan Carrillo#Mexique#<NA>#27#71.55#NC#NC
28#Nikita Starostin#Allemagne#<NA>#28#70.72#NC#NC
29#Aleksandr Vlasenko#Hongrie#<NA>#29#70.25#NC#NC
30#Yu-Hsiang Li#Taipei chinois#<NA>#30#69.63#NC#NC
31#Georgii Reshtenko#Tchéquie#<NA>#31#68.61#NC#NC
32#Edward Appleby#Royaume-Uni#<NA>#32#66.70#NC#NC
33#Kyrylo Marsak#Ukraine#<NA>#33#64.37#NC#NC
34#Jari Kessler#Croatie#<NA>#34#61.44#NC#NC
35#Maurizio Zandron#Autriche#<NA>#35#60.87#NC#NC
36#Alexander Zlatkov#Bulgarie#<NA>#36#55.28#NC#NC
37#Semen Daniliants#Arménie#<NA>#37#50.58#NC#NC
38#Burak Demirboga#Turquie#<NA>#38#48.45#NC#NC
