étape#vainqueur#classement_général#classement_de_la_montagne#classement_du_meilleur_jeune#classement_par_équipes
1#Mads Pedersen#Mads Pedersen#Sylvain Moniquet#Francesco Busatto#Lidl-Trek
2#Joshua Tarling#Primož Roglič#Sylvain Moniquet#Mathias Vacek#Lidl-Trek
3#Mads Pedersen#Mads Pedersen#Lorenzo Fortunato#Mathias Vacek#Lidl-Trek
4#Casper van Uden#Mads Pedersen#Lorenzo Fortunato#Mathias Vacek#Lidl-Trek
5#Mads Pedersen#Mads Pedersen#Lorenzo Fortunato#Mathias Vacek#Lidl-Trek
6#Kaden Groves#Mads Pedersen#Lorenzo Fortunato#Mathias Vacek#Lidl-Trek
7#Juan Ayuso#Primož Roglič#Lorenzo Fortunato#Juan Ayuso#UAE Emirates XRG
8#Luke Plapp#Diego Ulissi#Lorenzo Fortunato#Juan Ayuso#UAE Emirates XRG
9#Wout van Aert#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
10#Daan Hoole#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
11#Richard Carapaz#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
12#Olav Kooij#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
13#Mads Pedersen#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
14#Kasper Asgreen#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
15#Carlos Verona#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
16#Christian Scaroni#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
17#Isaac Del Toro#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
18#Nico Denz#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
19#Nicolas Prodhomme#Isaac Del Toro#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
20#Chris Harper#Simon Yates#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
21#Olav Kooij#Simon Yates#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
Classements finals#Classements finals#Simon Yates#Lorenzo Fortunato#Isaac Del Toro#UAE Emirates XRG
