no.#prime_minister#took_office#left_office#time_in_office#party#president#cabinet
1#Sergey Tereshchenko (1951–2023)#16 December 1991#12 October 1994#2 years, 300 days#Independent#Nursultan Nazarbayev (1990 – 2019)#Tereshchenko
2#Akezhan Kazhegeldin (born 1952)#12 October 1994#10 October 1997#2 years, 363 days#People's Union#Nursultan Nazarbayev (1990 – 2019)#Kazhegeldin
3#Nurlan Balgimbayev (1947–2015)#10 October 1997#1 October 1999#1 year, 356 days#People's Union#Nursultan Nazarbayev (1990 – 2019)#Balgimbayev
4#Kassym-Jomart Tokayev (born 1953)#1 October 1999#28 January 2002#2 years, 119 days#Nur Otan#Nursultan Nazarbayev (1990 – 2019)#Tokayev
5#Imangali Tasmagambetov (born 1956)#28 January 2002#11 June 2003#1 year, 136 days#Nur Otan#Nursultan Nazarbayev (1990 – 2019)#Tasmagambetov
6#Daniyal Akhmetov (born 1954)#11 June 2003#10 January 2007#3 years, 211 days#Nur Otan#Nursultan Nazarbayev (1990 – 2019)#Daniyal Akhmetov
7#Karim Massimov (born 1965)#10 January 2007#24 September 2012#5 years, 258 days#Nur Otan#Nursultan Nazarbayev (1990 – 2019)#Massimov I
8#Serik Akhmetov (born 1958)#24 September 2012#2 April 2014#1 year, 190 days#Nur Otan#Nursultan Nazarbayev (1990 – 2019)#Serik Akhmetov
(7)#Karim Massimov (born 1965)#2 April 2014#8 September 2016#2 years, 159 days#Nur Otan#Nursultan Nazarbayev (1990 – 2019)#Massimov II
9#Bakhytzhan Sagintayev (born 1963)#8 September 2016#21 February 2019#2 years, 166 days#Nur Otan#Nursultan Nazarbayev (1990 – 2019)#Sagintayev
10#Askar Mamin (born 1965)#21 February 2019#5 January 2022#2 years, 318 days#Nur Otan#Kassym-Jomart Tokayev (since 2019)#Mamin
11#Alihan Smaiylov (born 1972)#5 January 2022#5 February 2024#2 years, 31 days#Amanat#Kassym-Jomart Tokayev (since 2019)#Smaiylov
<NA>#Roman Sklyar (born 1971) Acting#5 February 2024#6 February 2024#1 day#Amanat#Kassym-Jomart Tokayev (since 2019)#<NA>
12#Oljas Bektenov (born 1980)#6 February 2024#Incumbent#1 year, 303 days#Amanat#Kassym-Jomart Tokayev (since 2019)#Bektenov
