ambassador#ambassador.1#term#nominated_by#appointed_by#accredited_to
1#Luis de Olivares y Bruguera[a] Count of Artaza#30 August 1956[7] – 6 April 1962 (5 years, 219 days)#Alberto Martín-Artajo#Francisco Franco#Rajendra Prasad
2#Pelayo García-Olay y Álvarez[a]#6 April 1962[8] – 1 May 1965 (3 years, 25 days)#Fernando María Castiella#Francisco Franco#Rajendra Prasad
3#Miguel Teus y López[b]#25 April 1966[9] – October 1968 (2 years, 160 days)#Fernando María Castiella#Francisco Franco#Sarvepalli Radhakrishnan
4#Guillermo Nadal y Blanes[c][d]#24 March 1969[10] – 17 July 1975 (6 years, 115 days)#Fernando María Castiella#Francisco Franco#Zakir Husain
5#Leopoldo Martínez de Campos y Muñoz[d] Count of Santovenia#9 September 1975[11] – 30 October 1980 (5 years, 51 days)#Pedro Cortina Mauri#Francisco Franco#Fakhruddin Ali Ahmed
6#Enrique Mahou Stauffer[e]#12 June 1981[12] – 11 June 1986 (4 years, 364 days)#José Pedro Pérez-Llorca#Juan Carlos I#Neelam Sanjiva Reddy
7#Carlos Fernández Espeso[e]#11 June 1986[13] – 14 July 1990 (4 years, 33 days)#Francisco Fernández Ordóñez#Juan Carlos I#Zail Singh
8#Santiago Salas Collantes [es][e]#14 July 1990[14] – 24 December 1994 (4 years, 163 days)#Francisco Fernández Ordóñez#Juan Carlos I#Ramaswamy Venkataraman
9#Álvaro de Castilla y Bermúdez-Cañete[e]#24 December 1994[15] – 19 January 1998† (1 year, 342 days)#Javier Solana#Juan Carlos I#Shankar Dayal Sharma
10#Alberto Escudero Claramunt[e]#6 June 1998[16] – 28 December 2002 (4 years, 205 days)#Abel Matutes#Juan Carlos I#K. R. Narayanan
11#Rafael Conde de Saro [es][e]#28 December 2002[17] – 2 June 2007 (4 years, 156 days)#Ana Palacio#Juan Carlos I#A. P. J. Abdul Kalam
12#Ion de la Riva [es][f]#2 June 2007[18] – 16 November 2010 (4 years, 205 days)#Miguel Ángel Moratinos#Juan Carlos I#A. P. J. Abdul Kalam
13#Francisco Javier Elorza y Cavengt[g] Marquess of Nerva#5 February 2011[19] – 14 April 2012 (1 year, 69 days)#Trinidad Jiménez#Juan Carlos I#Pratibha Patil
14#Gustavo de Arístegui [es][g]#14 April 2012[20] – 19 December 2015 (3 years, 249 days)#José Manuel García-Margallo#Juan Carlos I#Pratibha Patil
<NA>#María Magdalena Cruz Yábar, chargé d'affaires (2015–2017)#María Magdalena Cruz Yábar, chargé d'affaires (2015–2017)#María Magdalena Cruz Yábar, chargé d'affaires (2015–2017)#María Magdalena Cruz Yábar, chargé d'affaires (2015–2017)#María Magdalena Cruz Yábar, chargé d'affaires (2015–2017)
15#José Ramón Barañano Fernández [es][g]#11 March 2017[22] – 28 October 2020 (3 years, 231 days)#Alfonso Dastis#Felipe VI#Pranab Mukherjee
16#José María Ridao [es][g]#21 July 2021[23] – 5 June 2024 (2 years, 320 days)#José Manuel Albares#Felipe VI#Ram Nath Kovind
17#Juan Antonio March Pujol[g]#5 June 2024[24] – present (1 year, 183 days)#José Manuel Albares#Felipe VI#Droupadi Murmu
