all#no.#date#place_(hill)#size#overall_leader
258#1#22 November 2025#Lillehammer (Lysgårdsbakken HS140)#L 082#Nozomi Maruyama
259#2#23 November 2025#Lillehammer (Lysgårdsbakken HS140)#L 083#Nozomi Maruyama
260#3#28 November 2025#Falun (Lugnet HS95/HS132)#N 175#Nozomi Maruyama
261#4#30 November 2025#Falun (Lugnet HS95/HS132)#L 084#Nozomi Maruyama
262#5#4 December 2025#Wisła (Malinka HS134)#L 085#Nozomi Maruyama
263#6#5 December 2025#Wisła (Malinka HS134)#L 086#Nozomi Maruyama
264#7#12 December 2025#Klingenthal[c] (Vogtland Arena HS140)#L 087#<NA>
265#8#13 December 2025#Klingenthal[c] (Vogtland Arena HS140)#L 088#<NA>
266#9#20 December 2025#Engelberg (Gross-Titlis HS140)#L 089#<NA>
267#10#21 December 2025#Engelberg (Gross-Titlis HS140)#L 090#<NA>
268#11#31 December 2025#Garmisch-Pa (Olympiaschanze HS142)#L 091#<NA>
269#12#1 January 2026#Oberstdorf (Schattenberg HS137)#L 092#<NA>
3rd Two Nights Tour Overall (30 December 2025 – 1 January 2026)#3rd Two Nights Tour Overall (30 December 2025 – 1 January 2026)#3rd Two Nights Tour Overall (30 December 2025 – 1 January 2026)#3rd Two Nights Tour Overall (30 December 2025 – 1 January 2026)#3rd Two Nights Tour Overall (30 December 2025 – 1 January 2026)#Two Nights Tournament
270#13#3 January 2026#Villach (Alpenarena HS98)#N 175#<NA>
271#14#4 January 2026#Villach (Alpenarena HS98)#N 176#<NA>
272#15#10 January 2026#Ljubno (Savina HS94)#N 177#<NA>
273#16#11 January 2026#Ljubno (Savina HS94)#N 178#<NA>
274#17#16 January 2026#Zhangjiakou  (Snow Ruyi HS140)#L 093#<NA>
275#18#17 January 2026#Zhangjiakou  (Snow Ruyi HS140)#L 094#<NA>
276#19#20 January 2026#Zaō (Yamagata HS102)#N 179#<NA>
277#20#21 January 2026#Zaō (Yamagata HS102)#N 180#<NA>
278#21#24 January 2026#Sapporo (Okurayama HS137)#L 095#<NA>
279#22#25 January 2026#Sapporo (Okurayama HS137)#L 096#<NA>
280#23#31 January 2026#Willingen (Mühlenkopf HS147)#L 097#<NA>
281#24#1 February 2026#Willingen (Mühlenkopf HS147)#L 098#<NA>
2026 Winter Olympics (7 – 15 February • Val di Fiemme, Italy)#2026 Winter Olympics (7 – 15 February • Val di Fiemme, Italy)#2026 Winter Olympics (7 – 15 February • Val di Fiemme, Italy)#2026 Winter Olympics (7 – 15 February • Val di Fiemme, Italy)#2026 Winter Olympics (7 – 15 February • Val di Fiemme, Italy)#2026 Winter Olympics (7 – 15 February • Val di Fiemme, Italy)
282#25#27 February 2026#Hinzenbach (Aigner-Schanze HS90)#N 181#<NA>
283#26#28 February 2026#Hinzenbach (Aigner-Schanze HS90)#N 182#<NA>
284#27#6 March 2026#Lahti (Salpausselkä HS130)#L 099#<NA>
