name#number#pos.#height#weight#year#hometown#reason_for_departure
Dylan Addae-Wusu#0#G#6'4"#237#Graduate#The Bronx, New York#Graduated
Prince Aligbe#7#F#6'7"#228#Junior#Minneapolis, Minnesota#Transferred to Southern Illinois
Isaiah Coleman#21#G#6'5"#195#Sophomore#Fredericksburg, Virginia#Transferred to Oklahoma State
Garwey Dual#33#G#6'5"#205#Sophomore#Houston, Texas#Transferred to McNeese
Zion Harmon#1#G#6'0"#184#Junior#Temple Hills, Maryland#Transferred to Georgetown College
Chaunce Jenkins#2#G#6'4"#185#Graduate#Newport News, Virginia#Graduated
Scotty Middleton#7#F#6'7"#181#Sophomore#Miami, Florida#Transferred to Tulane
Emmanuel Okorafor#23#F#6'9"#225#Junior#Abia, Nigeria#Transferred to Wichita State
Yacine Toumi#9#F#6'10"#215#Graduate#Meudon, France#Graduate transferred to Hawaii
David Tubek#6#F#6'7"#220#Sophomore#Juba, South Sudan#Transferred to UTEP
Gus Yalden#19#F#6'9"#258#Sophomore#Appleton, Wisconsin#Transferred to Vermont
