name#number#pos.#height#weight#year#hometown#reason_for_departure
Lance Terry#0#G#6'3"#200#Senior#College Park, Georgia#Graduated
Naithan George#1#G#6'3"#185#Sophomore#Toronto, Canada#Transferred to Syracuse
Javian McCollum#2#G#6'2"#175#Senior#Fort Myers, Florida#Graduated
Luke O'Brien#9#F#6'8"#225#Senior#Littleton, Colorado#Graduated
Darrion Sutton#10#F#6'8"#205#Freshman#St. Charles, Missouri#Transferred to Missouri State
Ryan Mutombo#12#C#7'2"#255#Senior#Atlanta, Georgia#Graduated
Ibrahim Souare#30#F#6'9"#225#Freshman#Conakry, Guinea#Transferred to Syracuse
Marcos San Miguel#33#G#6'4"#203#Sophomore#Atlanta, Georgia#Entered transfer portal
Emmer Nichols#35#F#6'6"#223#Sophomore#Woodside, California#Entered transfer portal
Doryan Onwuchekwa#45#C#6'11"#240#Freshman#DeSoto, Texas#Transferred to Tusla
