alouettes_passing_player#alouettes_passing_cp/at#alouettes_passing_pct#alouettes_passing_yards#alouettes_passing_td#alouettes_passing_int
Davis Alexander#22/34#64.7%#284#0#3
Alouettes rushing#Alouettes rushing#Alouettes rushing#Alouettes rushing#Alouettes rushing#Alouettes rushing
Player#Car#Yards#Avg#Lg#TD
Stevie Scott#15#78#5.2#13#1
Davis Alexander#2#14#7.0#10#0
Shea Patterson#5#8#1.6#2#1
Travis Theis#1#5#5.0#5#0
Alouettes receiving#Alouettes receiving#Alouettes receiving#Alouettes receiving#Alouettes receiving#Alouettes receiving
Player#Rec#Yards#Avg#Lg#TD
Tyson Philpot#5#87#17.4#37#0
Tyler Snead#3#78#26.0#51#0
Charleston Rambo#4#50#12.5#24#0
Stevie Scott#3#27#9.0#15#0
Cole Spieker#3#24#8.0#14#0
Travis Theis#2#17#8.5#9#0
Alexander Hollins#1#7#7.0#7#0
Donald Ventrelli#1#–6#–6.0#–6#0
Alouettes defence#Alouettes defence#Alouettes defence#Alouettes defence#Alouettes defence#Alouettes defence
Player#DT–ST#QS#Int#FR#FF
Najee Murray#9–0#0#0#0#0
Tyrice Beverette#5–0#0#0#0#0
Robert Kennedy#5–0#0#0#0#0
Marc-Antoine Dequoy#4–0#0#0#0#0
Lorenzo Burns#4–0#0#0#0#0
Wesley Sutton#3–1#0#0#0#0
Darnell Sankey#2–0#0#0#0#0
Kabion Ento#2–0#0#0#0#0
Kori Roberson Jr.#2–0#0#0#0#0
Lwal Uguak#2–0#0#0#0#0
Tyson Philpot#2–0#0#0#0#0
Austin Mack#1–0#0#0#0#0
Geoffrey Cantin-Arku#1–0#0#0#0#0
Isaac Adeyemi-Berglund#1–0#0#0#0#0
Mustafa Johnson#1–0#0#0#0#0
Justin Lawrence#1–0#0#0#0#0
Tyrell Richards#0–2#0#0#0#0
Don Callis#0–1#0#0#0#0
Joshua Archibald#0–1#0#0#0#0
José Maltos Díaz#0–1#0#0#0#0
Alouettes placekicking#Alouettes placekicking#Alouettes placekicking#Alouettes placekicking#Alouettes placekicking#Alouettes placekicking
Player#FM–FA#Lng#Avg#Sng#CM-CA
José Maltos Díaz#1–1#23#23.0#0#2–2
Alouettes punting#Alouettes punting#Alouettes punting#Alouettes punting#Alouettes punting#Alouettes punting
Player#No#GAv#NAv#Sng#Lng
Joseph Zema#5#45.0#<NA>#0#51
Alouettes punt returns#Alouettes punt returns#Alouettes punt returns#Alouettes punt returns#Alouettes punt returns#Alouettes punt returns
Player#PR#Yards#Avg#Lg#TD
Travis Theis#5#48#9.6#13#0
Alouettes kickoff returns#Alouettes kickoff returns#Alouettes kickoff returns#Alouettes kickoff returns#Alouettes kickoff returns#Alouettes kickoff returns
Player#PR#Yards#Avg#Lg#TD
