all#no.#date#place_(hill)#discipline
49#1#5 December 2025#Trondheim (Granåsen HS102)#5 km GUN 033
50#2#7 December 2025#Trondheim (Granåsen HS102)#5 km MSS 007
51#3#19 December 2025#Ramsau (W90-Mattensprunganlage HS98)#5 km MSS 008
52#4#20 December 2025#Ramsau (W90-Mattensprunganlage HS98)#5 km GUN 034
53#5#3 January 2026#Schonach (Langenwaldschanze HS100)#5 km GUN 035
54#6#4 January 2026#Schonach (Langenwaldschanze HS100)#5 km COM 010
55#7#9 January 2026#Otepää (Tehvandi HS97)#5 km MSS 009
56#8#10 January 2026#Otepää (Tehvandi HS97)#5 km GUN 036
57#9#11 January 2026#Otepää (Tehvandi HS97)#5 km COM 011
58#10#17 January 2026#Oberhof (Kanzlersgrund HS100)#5 km GUN 037
59#11#18 January 2026#Oberhof (Kanzlersgrund HS100)#5 km GUN 038
60#12#30 January 2026#Seefeld (Toni-Seelos-Olympiaschanze HS109)#5 km MSS 010
61#13#31 January 2026#Seefeld (Toni-Seelos-Olympiaschanze HS109)#5 km COM 012
62#14#1 February 2026#Seefeld (Toni-Seelos-Olympiaschanze HS109)#7.5 km GUN 039
2nd Nordic Combined Triple Overall (30 January – 1 February 2026)#2nd Nordic Combined Triple Overall (30 January – 1 February 2026)#2nd Nordic Combined Triple Overall (30 January – 1 February 2026)#2nd Nordic Combined Triple Overall (30 January – 1 February 2026)#2nd Nordic Combined Triple Overall (30 January – 1 February 2026)
63#15#6 March 2026#Lahti (Salpausselkä HS130)#5 km GUN 040
64#16#15 March 2026#Oslo (Holmenkollbakken HS134)#5 km GUN 041
5th Women's FIS World Cup Overall (5 December 2025 – 15 March 2025)#5th Women's FIS World Cup Overall (5 December 2025 – 15 March 2025)#5th Women's FIS World Cup Overall (5 December 2025 – 15 March 2025)#5th Women's FIS World Cup Overall (5 December 2025 – 15 March 2025)#5th Women's FIS World Cup Overall (5 December 2025 – 15 March 2025)
