ambassador#ambassador.1#term#nominated_by#appointed_by#accredited_to
1#Emilio Cassinello#6 February 1979[3] – 13 January 1981 (1 year, 342 days)#The Marquess of Oreja#Juan Carlos I#Agostinho Neto
2#Manuel Piñeiro Souto[a]#10 September 1981[4] – 17 November 1984 (3 years, 68 days)#José Pedro Pérez-Llorca#Juan Carlos I#José Eduardo dos Santos
3#Miguel Ángel Fernández-Mazarambroz Bernabéu[a]#2 January 1985[5] – 6 February 1988 (3 years, 35 days)#Fernando Morán#Juan Carlos I#José Eduardo dos Santos
4#Antonio Sánchez Jara[a]#28 May 1988[6] – 22 July 1992 (4 years, 55 days)#Francisco Fernández Ordóñez#Juan Carlos I#José Eduardo dos Santos
5#José Luis Roselló Serra [es][a]#22 July 1992[7] – 13 September 1996 (4 years, 53 days)#Javier Solana#Juan Carlos I#José Eduardo dos Santos
6#Rafael Fernández-Pita González#21 September 1996[8] – 7 June 1997 (259 days)#Abel Matutes#Juan Carlos I#José Eduardo dos Santos
7#Álvaro Iranzo Gutiérrez [es]#7 June 1997[9] – 21 July 2001 (4 years, 44 days)#Abel Matutes#Juan Carlos I#José Eduardo dos Santos
8#Manuel Pradas Romaní [es]#21 July 2001[10] – 27 September 2005 (4 years, 68 days)#Josep Piqué#Juan Carlos I#José Eduardo dos Santos
9#Francisco Javier Vallaure de Acha [es]#27 September 2005[11] – 28 June 2008 (2 years, 275 days)#Miguel Ángel Moratinos#Juan Carlos I#José Eduardo dos Santos
10#José María Castroviejo y Bolíbar [es]#17 January 2009[12] – 30 June 2012 (3 years, 165 days)#Miguel Ángel Moratinos#Juan Carlos I#José Eduardo dos Santos
11#Julia Alicia Olmo y Romero [es]#30 June 2012[13] – 4 July 2017 (5 years, 4 days)#José Manuel García-Margallo#Juan Carlos I#José Eduardo dos Santos
12#Manuel Hernández Ruigómez [es]#4 July 2017[14] – 17 November 2021 (4 years, 136 days)#Alfonso Dastis#Felipe VI#João Lourenço
13#Manuel María Lejarreta [es]#17 November 2021[15] – present (4 years, 18 days)#José Manuel Albares#Felipe VI#João Lourenço
