no.#title#tv_title#original_release_date
1#"Welcome to La Playa Roja"#"Welcome to La Playa Roja"#November 24, 2025
2#"True Intentions"#"First Blood"#November 25, 2025
3#"The Guest is Always Right"#"The Guests"#November 26, 2025
4#"The Siege"#"Hostage"#November 27, 2025
5#"Unlikely Tandem"#"Survival Begins"#November 28, 2025
6#"Money Makes the World Go Round"#"First Kill"#December 1, 2025
7#"A Kink in the Plans"#"Ransom"#December 2, 2025
8#"SOS"#"Bravery"#December 3, 2025
9#"Sins from the Past"#"Imagination"#December 4, 2025
10#"Betrayals"#"Surrender"#December 5, 2025
11#"A Dangerous Ruse"#<NA>#December 8, 2025
12#"TBA"#<NA>#December 9, 2025
13#"TBA"#<NA>#December 10, 2025
14#"TBA"#<NA>#December 11, 2025
15#"TBA"#<NA>#December 12, 2025
16#"TBA"#<NA>#December 15, 2025
17#"TBA"#<NA>#December 17, 2025
18#"TBA"#<NA>#December 18, 2025
19#"TBA"#<NA>#December 19, 2025
20#"TBA"#<NA>#December 22, 2025
21#"TBA"#<NA>#December 23, 2025
22#"TBA"#<NA>#December 24, 2025
23#"TBA"#<NA>#December 25, 2025
24#"TBA"#<NA>#December 26, 2025
25#"TBA"#<NA>#December 29, 2025
26#"TBA"#<NA>#December 30, 2025
27#"TBA"#<NA>#December 31, 2025
28#"TBA"#<NA>#January 1, 2026
29#"TBA"#<NA>#January 2, 2026
