name#number#pos.#height#weight#year#hometown#reason_for_departure
DaCannon Wickware#0#F#6'7"#210#Sophomore#Dallas, TX#Transferred to Midwestern State
Baylor Hebb#3#G#6'2"#180#Senior#Colleyville, TX#Entered transfer portal
Corey Camper Jr.#4#G#6'5"#180#Senior#Little Rock, AR#Transferred to Nevada
David Terrell Jr.#5#G#6'4"#185#Sophomore#Dallas, TX#Transferred to North Texas
Ahamad Bynum#12#G#6'3"#180#Junior#Chicago, IL#Transferred to Southern Indiana
Devon Barnes#13#G#6'1"#180#Sophomore#El Paso, TX#Transferred to Ball State
Antwonne Holmes#15#G#6'3"#170#Sophomore#El Paso, TX#Transferred to Sul Ross State
Raijon Dispenza#20#F#6'9"#210#Freshman#Mullica Hill, NJ#Departed program
Otis Frazier III#23#F#6'6"#210#Senior#Buckeye, AZ#Out of eligibility
Babacar Mbengue#25#F#7'0"#250#Freshman#Dakar, Senegal#Transferred to Kansas City
Derick Hamilton#32#F#6'10"#275#Senior#Baton Rouge, LA#Entered transfer portal
Kevin Kalu#34#F#6'9"#235#Senior#Baltimore, MD#Out of eligibility
