name#number#pos.#height#weight#year#hometown#reason_for_departure
Donovan Williams#0#G#6' 5"#220#Graduate student#Rockford, IL#Graduated
Marquese Josephs#1#G#6' 1"#200#Sophomore#Toronto, ON#Transferred to Saginaw Valley State
Chansey Willis Jr.#2#G#6' 2"#190#Junior#Detroit, MI#Transferred to Minnesota
JaVaughn Hannah#4#G#6' 4"#205#Junior#Mount Clemens, MI#Transferred to San Jose State
Brandon Muntu#7#G#6' 4"#190#RS Junior#Calgary, AB#Transferred to Tennessee Tech
Hutch Ward#12#F#6' 7"#210#Sophomore#Kalamazoo, MI#Left team
Seryee Lewis#15#F#6' 9"#240#RS Sophomore#Chicago, IL#Transferred to Prairie View A&M
Owen Lobsinger#20#F#6' 9"#225#Senior#Flint, MI#Graduated
Markhi Strickland#22#G/F#6' 6"#210#RS Junior#Miami, FL#Transferred to North Dakota State
Josh Thomas#23#G/F#6' 6"#185#RS Freshman#Lincolnshire, IL#Transferred to Saginaw Valley State
Jack Stefanski#33#F#6' 6"#205#RS Junior#Frankfort, MI#Transferred to Saginaw Valley State
