name#number#pos.#height#weight#year#hometown#reason_for_departure
Kanon Catchings#6#SF#6'9"#200#Fr.#Indianapolis, IN#Transferred to Georgia
Elijah Crawford#2#G#6'2"#185#Fr.#Augusta, GA#Transferred to UIC
Egor Demin#3#PG#6'8"#200#Fr.#Moscow, Russia#Drafted by the Brooklyn Nets
Dallin Hall#30#G#6'4"#200#Jr.#Plain City, UT#Transferred to Virginia
Trevin Knell#21#G#6'5"#190#Gr.#Woods Cross, UT#Out of eligibility
Mawot Mag#0#F#6'7"#215#Gr.#Melbourne, Australia#Out of eligibility
Trey Stewart#1#G#6'2"#190#Sr.#American Fork, UT#Out of eligibility
Fousseyni Traore#45#F#6'6"#245#Sr.#Bamako, Mali#Out of eligibility
Max Triplett#20#F#6'9"#210#Jr.#Huntsville, UT#Transferred to Cal Poly
Townsend Tripple#20#F#6'8"#200#So.#Meridian, ID#Transferred
