name#number#pos.#height#weight#year#hometown#reason_for_departure
CJ Noland#0#G#6'4"#220#Graduate#Waxahachie, TX#Out of eligibility
Braden Applehans#1#G#6'7"#195#Sophomore#Blue Springs, MO#Transferred to Drake
Donovan Dent#2#G#6'2"#185#Junior#Riverside, CA#Transferred to UCLA
Tru Washington#3#G#6'4"#195#Sophomore#Phoenix, AZ#Transferred to Miami (FL)
Kayde Dotson#4#F#6'2"#180#Freshman#Beaumont, TX#Transferred to Loyola Chicago
Atiki Ally Atiki#6#F#6'10"#210#Senior#Mwanza, Tanzania#Out of eligibility
Ibrahima Sacko#7#F#6'6"#240#Sophomore#Conakry, Guinea#Transferred to New Mexico State
Filip Borovicanin#8#F#6'9"#220#Junior#Belgrade, Serbia#Transferred to Xavier
Quinton Webb#11#G#6'6"#200#Sophomore#San Bernardino, CA#Transferred to Cal State Northridge
Daniel Thomas#13#F#6'8"#215#Freshman#Dallas, TX#Transferred to UNC Asheville
Deraje Agbaosi#21#F#6'7"#215#Junior#Union Township, NJ#Entered transfer portal
Mustapha Amzil#22#F#6'9"#215#Senior#Helsinki, Finland#Out of eligibility
Nelly Junior Joseph#23#C#6'10"#245#Senior#Benin City, Nigeria#Out of eligibility
Jovan Milicevic#24#F#6'10"#260#Freshman#Toronto, ON, Canada#Transferred to Xavier
Shane Douma-Sanchez#32#G#6'1"#175#Freshman#Laguna, NM#Entered transfer portal
Dylan Chavez#35#G#6'5"#185#Freshman#Albuquerque, NM#Entered transfer portal
