candidate_candidate#round_1_votes#round_1_%#round_2_votes#round_2_%#round_3_votes#round_3_%
Zohran Mamdani#469642#43.82%#469755#43.86%#573169#56.39%
Andrew Cuomo#387137#36.12%#387377#36.17%#443229#43.61%
Brad Lander#120634#11.26%#120707#11.27%#Eliminated#Eliminated
Adrienne Adams#44192#4.12%#44359#4.14%#Eliminated#Eliminated
Scott Stringer#17820#1.66%#17894#1.67%#Eliminated#Eliminated
Zellnor Myrie#10593#0.99%#10648#0.99%#Eliminated#Eliminated
Whitney Tilson#8443#0.79%#8525#0.80%#Eliminated#Eliminated
Michael Blake#4366#0.41%#4389#0.41%#Eliminated#Eliminated
Jessica Ramos#4273#0.40%#4294#0.40%#Eliminated#Eliminated
Paperboy Prince#1560#0.15%#1628#0.15%#Eliminated#Eliminated
Selma Bartholomew#1489#0.14%#1505#0.14%#Eliminated#Eliminated
Write-ins#1581#0.15%#Eliminated#Eliminated#Eliminated#Eliminated
Active votes#1071730#100.00%#1071081#99.94%#1016398#94.84%
Exhausted ballots#<NA>#<NA>#649#0.06%#55332#5.16%
Source: New York City Board of Elections#Source: New York City Board of Elections#Source: New York City Board of Elections#Source: New York City Board of Elections#Source: New York City Board of Elections#Source: New York City Board of Elections#Source: New York City Board of Elections
