name#number#pos.#height#weight#year#hometown#reason_for_departure
Jakobi Heady#0#G/F#6'6"#200#Senior#Sauk Village, Illinois#Transferred to Bethune–Cookman
Shaedon Simpson#1#G#6'6"#185#RS Freshman#Toronto, Ontario#Transferred to Saint Peter's
Cayden Vasko#2#G#6'6"#190#Sophomore#Lowell, Indiana#Transferred to Wofford
Mohammad Habhab#3#F#6'9"#205#Freshman#Dearborn, Michigan#Transferred to Eastern Michigan
Kyler VanderJagt#4#G#6'4"#205#Junior#Grand Rapids, Michigan#Transferred to Toledo
Quentin Heady#5#F#6'6"#200#Sophomore#Sauk Village, Illinois#Transferred to Bethune–Cookman
Damarion Bonds#7#G#6'6"#180#Junior#Pontiac, Michigan#Transferred to Alabama State
Ryan Hatcher#9#G#6'2"#155#Freshman#Detroit, Michigan#<NA>
Trey Phillips#11#F#6'7"#205#Sophomore#Scottsdale, Arizona#Entered transfer portal
Hunter Harding#12#C#7'0"#245#Sophomore#Toronto, Ontario#Transferred to Indiana State
Bryan Ndjonga#13#F#6'9"#200#Sophomore#Yaoundé, Cameroon#Transferred to Canisius
Ugnius Jarusevicius#21#F#6'10"#220#Junior#Alytus, Lithuania#Transferred to Nebraska
Drew Barbee#22#G#6'3"#200#RS Freshman#Mount Pleasant, Michigan#Transferred to Incarnate Word
Gus Salem#23#G#6'2"#185#Freshman#Los Angeles, California#Entered transfer portal
Armani Mighty#26#C#6'10"#240#Junior#Toronto, Ontario#Transferred to Mercer
Anthony Pritchard#30#G#6'2"#185#Senior#Tulsa, Oklahoma#Graduated
