date#player#milestone
November 21, 2025[Recap 3]#Peyton Anderson#1st career PWHL game
November 21, 2025[Recap 3]#Kendall Cooper#1st career PWHL game
November 21, 2025[Recap 3]#Abby Hustler#1st career PWHL game
November 21, 2025[Recap 3]#Vanessa Upson#1st career PWHL game
November 21, 2025[Recap 3]#Katy Knoll#30th career PWHL game
November 28, 2025[Recap 4]#Kelly Pannek#10th career PWHL goal
November 28, 2025[Recap 4]#Abby Hustler#1st career PWHL assist
November 28, 2025[Recap 4]#Nicole Hensley#5th career PWHL shutout
December 2, 2025[Recap 5]#Kendall Coyne Schofield#1st career PWHL hat-trick
December 2, 2025[Recap 5]#Lee Stecklein#20th career PWHL assist
December 2, 2025[Recap 5]#Britta Curl-Salemme#10th career PWHL assist
