name#term#nominated_by#appointed_by#accredited_to
Antonio Vidal Gabás[a]#21 September 1962[3] – 11 May 1964 (1 year, 233 days)#Fernando María Castiella#Francisco Franco#Nnamdi Azikiwe
José Luis Aparicio y Aparicio[b]#11 May 1964[4] – 20 April 1968 (3 years, 345 days)#Fernando María Castiella#Francisco Franco#Nnamdi Azikiwe
Carlos Martínez de Orense y García#20 April 1968[5] – 19 December 1969† (1 year, 243 days)#Fernando María Castiella#Francisco Franco#Yakubu Gowon
Eduardo Sebastián de Erice y O'Shea#17 April 1970[6] – 28 January 1976 (5 years, 286 days)#Gregorio López-Bravo#Francisco Franco#Yakubu Gowon
Domingo Sánchez Sánchez#12 August 1976[7] – 28 July 1978 (1 year, 352 days)#The Marquess of Oreja#Juan Carlos I#Olusegun Obasanjo
José Luis Castillejo [es][c]#28 July 1978[8] – 26 May 1986 (7 years, 302 days)#The Marquess of Oreja#Juan Carlos I#Olusegun Obasanjo
Joaquín María de Arístegui y Petit[c]#26 May 1986[9] – 1 July 1991 (5 years, 36 days)#Francisco Fernández Ordóñez#Juan Carlos I#Ibrahim Babangida
Carlos Bárcena Portolés[d]#11 September 1991[10] – 12 June 1993 (1 year, 274 days)#Francisco Fernández Ordóñez#Juan Carlos I#Ibrahim Babangida
Manuel Pombo Bravo[c]#26 June 1993[11] – 15 January 1998 (4 years, 203 days)#Javier Solana#Juan Carlos I#Ibrahim Babangida
Manuel Cacho Quesada [es][c]#26 February 1998[12] – 8 December 2001 (3 years, 285 days)#Abel Matutes#Juan Carlos I#Sani Abacha
Alfonso Manuel Portabales Vázquez [es][c]#12 January 2002[13] – 21 January 2006 (4 years, 9 days)#Josep Piqué#Juan Carlos I#Olusegun Obasanjo
Ángel Losada Fernández [es][c]#21 January 2006[14] – 8 January 2011 (4 years, 352 days)#Miguel Ángel Moratinos#Juan Carlos I#Olusegun Obasanjo
Álvaro Castillo Aguilar [es][c]#8 January 2011[15] – 12 July 2014 (3 years, 185 days)#Trinidad Jiménez#Juan Carlos I#Goodluck Jonathan
Alfonso Barnuevo [es][c]#12 July 2014[16] – 22 July 2017 (3 years, 10 days)#José Manuel García-Margallo#Felipe VI#Goodluck Jonathan
Marcelino Cabanas Ansorena[c]#26 August 2017[17] – 22 December 2021 (4 years, 118 days)#Alfonso Dastis#Felipe VI#Muhammadu Buhari
Juan Ignacio Sell [es][c]#22 December 2021[18] – 15 January 2025 (3 years, 24 days)#José Manuel Albares#Felipe VI#Muhammadu Buhari
Félix Costales Artieda [es][c]#28 May 2025[19] – present (228 days)#José Manuel Albares#Felipe VI#Bola Tinubu
