nr.#senator_voor_hawaï_senator_from_hawaii.2#ambtstermijn#ambtstermijn.1#partij(en)#verkiezing(en)
1#Hiram Fong (1906–2004)#20 augustus 1959#3 januari 1977#R#1959
1#Hiram Fong (1906–2004)#20 augustus 1959#3 januari 1977#R#1964
1#Hiram Fong (1906–2004)#20 augustus 1959#3 januari 1977#R#1970
2#Spark Matsunaga (1916–1990)#3 januari 1977#15 april 1990#D#1976
2#Spark Matsunaga (1916–1990)#3 januari 1977#15 april 1990#D#1982
2#Spark Matsunaga (1916–1990)#3 januari 1977#15 april 1990#D#1988
Vacant#Vacant#Vacant#Vacant#Vacant#1988
3#Daniel Akaka (1924–2018)#16 mei 1990#3 januari 2013#D#1988
3#Daniel Akaka (1924–2018)#16 mei 1990#3 januari 2013#D#1990
3#Daniel Akaka (1924–2018)#16 mei 1990#3 januari 2013#D#1994
3#Daniel Akaka (1924–2018)#16 mei 1990#3 januari 2013#D#2000
3#Daniel Akaka (1924–2018)#16 mei 1990#3 januari 2013#D#2006
4#Mazie Hirono (1947)#3 januari 2013#heden#D#2012
4#Mazie Hirono (1947)#3 januari 2013#heden#D#2018
4#Mazie Hirono (1947)#3 januari 2013#heden#D#2024
