no.#title#original_release_date#australia_viewers
72#"Episode 1"#5 February 2020#550,000
73#"Episode 2"#12 February 2020#597,000
74#"Episode 3"#19 February 2020#588,000
75#"Episode 4"#26 February 2020#610,000
76#"Episode 5"#4 March 2020#598,000
77#"Episode 6"#11 March 2020#573,000
78#"Episode 7"#18 March 2020#753,000
79#"Episode 8"#25 March 2020#809,000
80#"Episode 9"#1 April 2020#821,000
81#"Episode 10"#8 April 2020#778,000
82#"Episode 11"#15 April 2020#733,000
83#"Episode 12"#22 April 2020#723,000
84#"Episode 13"#29 April 2020#711,000
85#"Episode 14"#6 May 2020#708,000
86#"Episode 15"#13 May 2020#760,000
87#"Episode 16"#15 July 2020#707,000
88#"Episode 17"#22 July 2020#724,000
89#"Episode 18"#29 July 2020#705,000
90#"Episode 19"#5 August 2020#746,000
91#"Episode 20"#12 August 2020#733,000
92#"Episode 21"#19 August 2020#737,000
93#"Episode 22"#26 August 2020#698,000
94#"Episode 23"#2 September 2020#672,000
95#"Episode 24"#9 September 2020#682,000
96#"Episode 25"#16 September 2020#696,000
97#"Episode 26"#23 September 2020#729,000
98#"Episode 27"#30 September 2020#705,000
99#"Episode 28"#7 October 2020#643,000
100#"Episode 29"#14 October 2020#756,000
101#"Episode 30"#21 October 2020#671,000
102#"Episode 31"#28 October 2020#688,000
103#"Episode 32"#4 November 2020#596,000
104#"Episode 33"#11 November 2020#610,000
105#"Episode 34"#18 November 2020#586,000
106#"Episode 35"#25 November 2020#670,000
107#"Episode 36"#2 December 2020#639,000
108#"Episode 37"#9 December 2020#618,000
109#"Episode 38"#16 December 2020#623,000
111#"Episode 39"#3 February 2021#622,000
112#"Episode 40"#10 February 2021#598,000
