affiliation#affiliation.1#candidate#votes#%
<NA>#Independent#Phil Mauger#60137#55.96
<NA>#Independent#Sara Templeton#40533#37.72
<NA>#Independent#Thomas Healey#1714#1.59
<NA>#Independent#Nikora Nitro#1525#1.42
<NA>#Independent#Blair Anderson#1327#1.23
<NA>#Independent#Phil Arps#448#0.42
<NA>#Independent#Tubby Hansen#354#0.33
<NA>#Independent#Peter Wakeman#320#0.30
Informal#Informal#Informal#105#0.10
Blank#Blank#Blank#1008#0.94
Turnout#Turnout#Turnout#107471#37.81
Registered#Registered#Registered#284225#<NA>
<NA>#Independent hold#Independent hold#Independent hold#Independent hold
