pos#grid#no#driver#team#manufacturer#laps#points
1#2#88#Shane van Gisbergen (R)#Trackhouse Racing#Chevrolet#109#56
2#4#5#Kyle Larson (P)#Hendrick Motorsports#Chevrolet#109#49
3#7#20#Christopher Bell (P)#Joe Gibbs Racing#Toyota#109#45
4#5#17#Chris Buescher#RFK Racing#Ford#109#33
5#6#71#Michael McDowell#Spire Motorsports#Chevrolet#109#37
6#29#60#Ryan Preece#RFK Racing#Ford#109#31
7#20#99#Daniel Suárez#Trackhouse Racing#Chevrolet#109#32
8#15#9#Chase Elliott (P)#Hendrick Motorsports#Chevrolet#109#40
9#9#16#A. J. Allmendinger#Kaulig Racing#Chevrolet#109#28
10#1#45#Tyler Reddick (P)#23XI Racing#Toyota#109#37
11#13#24#William Byron (P)#Hendrick Motorsports#Chevrolet#109#28
12#3#54#Ty Gibbs#Joe Gibbs Racing#Toyota#109#33
13#11#12#Ryan Blaney (P)#Team Penske#Ford#109#34
14#8#19#Chase Briscoe (P)#Joe Gibbs Racing#Toyota#109#27
15#12#23#Bubba Wallace (P)#23XI Racing#Toyota#109#22
16#33#21#Josh Berry#Wood Brothers Racing#Ford#109#21
17#31#34#Todd Gilliland#Front Row Motorsports#Ford#109#20
18#25#48#Alex Bowman#Hendrick Motorsports#Chevrolet#109#19
19#26#47#Ricky Stenhouse Jr.#Hyak Motorsports#Chevrolet#109#18
20#17#22#Joey Logano (P)#Team Penske#Ford#109#20
21#10#1#Ross Chastain (P)#Trackhouse Racing#Chevrolet#109#29
22#18#41#Cole Custer#Haas Factory Team#Ford#109#16
23#14#11#Denny Hamlin (P)#Joe Gibbs Racing#Toyota#109#14
24#24#38#Zane Smith#Front Row Motorsports#Ford#109#13
25#21#7#Justin Haley#Spire Motorsports#Chevrolet#109#12
26#35#42#John Hunter Nemechek#Legacy Motor Club#Toyota#109#11
27#16#10#Ty Dillon#Kaulig Racing#Chevrolet#108#11
28#30#4#Noah Gragson#Front Row Motorsports#Ford#108#9
29#27#77#Carson Hocevar#Spire Motorsports#Chevrolet#108#8
30#37#43#Erik Jones#Legacy Motor Club#Toyota#108#7
31#36#3#Austin Dillon#Richard Childress Racing#Chevrolet#108#6
32#34#66#Josh Bilicki (i)#Garage 66#Ford#108#0
33#32#51#Cody Ware#Rick Ware Racing#Ford#108#4
34#28#8#Kyle Busch#Richard Childress Racing#Chevrolet#100#3
35#22#6#Brad Keselowski#RFK Racing#Ford#89#2
36#19#2#Austin Cindric (P)#Team Penske#Ford#87#1
DSQ^#23#35#Riley Herbst (R)#23XI Racing#Toyota#108#1
Official race results#Official race results#Official race results#Official race results#Official race results#Official race results#Official race results#Official race results
