seat_seat#before_date#before_member#before_party#before_reason#change_date#change_member#change_party
Torngat Mountains#October 25, 2021#Lela Evans#█ PC#Resignation from PC caucus#<NA>#<NA>#█ Independent
Torngat Mountains#March 7, 2022#Lela Evans#█ Independent#Joined the NDP caucus#<NA>#<NA>#█ New Democratic
Torngat Mountains#July 16, 2024#Lela Evans#█ New Democratic#Re-joined the PC caucus#<NA>#<NA>#█ PC
Lake Melville#September 12, 2022#Perry Trimper#█ Independent#Joined the Liberal caucus#<NA>#<NA>#█ Liberal
Conception Bay East-Bell Island#December 29, 2023#David Brazil#█ PC#Resigned from House of Assembly#January 30, 2024#Fred Hutton#█ Liberal
Fogo Island-Cape Freels#January 22, 2024#Derrick Bragg#█ Liberal#Death of incumbent#April 15, 2024#Jim McKenna#█ PC
Baie Verte-Green Bay#March 1, 2024#Brian Warr#█ Liberal#Resigned from House of Assembly#May 27, 2024#Lin Paddock#█ PC
Waterford Valley#July 5, 2024#Tom Osborne#█ Liberal#Resigned from House of Assembly#August 22, 2024#Jamie Korab#█ Liberal
Burgeo-LaPoile#May 1, 2025#Andrew Parsons#█ Liberal#Resigned from House of Assembly#<NA>#<NA>#█ Vacant
Humber-Gros Morne#July 3, 2025#Andrew Furey#█ Liberal#Resigned from House of Assembly#<NA>#<NA>#█ Vacant
Labrador West#August 1, 2025#Jordan Brown#█ New Democratic#Resigned from House of Assembly#<NA>#<NA>#█ Vacant
St. John's East-Quidi Vidi#August 15, 2025#John Abbott#█ Liberal#Resigned from House of Assembly#<NA>#<NA>#█ Vacant
